id,titulo,ano_lancamento,generos,generos_unificados,rating,num_avaliacoes,imagem,descricao,metadados
49613,The Wrong Way to Use Healing Magic,2024,"['Action', 'Adventure', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",7.53,81381.0,https://cdn.myanimelist.net/images/anime/1733/140802.jpg,"Uma caminhada comum de volta para casa após a escola se transforma em uma jornada épica para Usato! Após ser subitamente transportado para outro mundo juntamente de dois colegas de classe, Usato descobre que foi convocado lá por acidente. No entanto, as coisas mudam de água pro vinho quando ele descobre que tem uma habilidade única para a magia de cura! Agora, ele treina além das limitações humanas, utilizando suas habilidades de autocura para ganhar uma força absurda e uma resistência incomparável.","{'id_original': 49613, 'episodios': 13}"
34902,Tsuredure Children,2017,"['Comedy', 'Romance']","['Romance', 'Drama & Narrativo', 'Comédia & Slice of Life']",7.53,206297.0,https://cdn.myanimelist.net/images/anime/12/86676.jpg,"Pra vocês que nunca conseguiram dizer um ""eu te amo"" - esta é uma história de estudantes comuns de colegial, e como o amor os deixa motivados, chocados, magoados, risonhos e chorosos. Mesmo quando nem tudo dá certo, esta história de adolescência e romance vai lhe mostrar como eles aproveitam seus dias dourados. Aqui, cada personagem é um protagonista, e você vai encontrar alguém com quem se identificar.","{'id_original': 34902, 'episodios': 12}"
56165,Oblivion Battery,2024,"['Comedy', 'Sports']",['Comédia & Slice of Life'],7.52,9278.5,https://cdn.myanimelist.net/images/anime/1372/142242.jpg,"O arremessador de braço de ferro, Haruka Kiyomine, e o esperto receptor, Kei Kaname, também conhecido como o ""General Habilidoso"", eram considerados uma dupla imbatível e monstruosa no mundo do beisebol do ensino médio. Ambos foram receberam convites de várias escolas secundárias poderosas de todo o país, mas de alguma forma, ambos acabaram na Escola Secundária Municipal Kotesashi de Tóquio, que não era conhecida pela qualidade do seu beisebol. Além disso, outros jogadores estrelas que haviam perdido para essa dupla no passado e se afastado completamente do beisebol, coincidentemente, também se matricularam naquela escola, e… Seu encontro coloca tudo em movimento mais uma vez. E sua história de beisebol no ensino médio começa agora!","{'id_original': 56165, 'episodios': 12}"
37007,Hinomaru Sumo,2018,['Sports'],[],7.52,28758.5,https://cdn.myanimelist.net/images/anime/1974/95289.jpg,"É um ritual divino, uma arte marcial, um esporte de combate - é sumo !!  Um novo aluno ""pequeno"", Ushio Hinomaru, aparece diante do fraco clube de sumô da Oodachi High School! As palavras ""grande"" e ""pesado"" são as regras para este esporte, que não se encaixa neste novato a qualquer centímetro, mas esse cara vai e faz o que ...?! Ushio e o pequeno clube de sumô sobem até o topo!  O objetivo é Hinoshita Kaisan! (um título para o posto mais alto em sumo profissional, equivalente a Yokozuna)  Um sumo conto de liceu - não é permitida nenhuma retomada !!  * Hinoshita Kaisan - Um título para o mais alto posto em sumo profissional, equivalente a Yokozuna.","{'id_original': 37007, 'episodios': 24}"
21327,One Week Friends,2014,['Drama'],['Drama & Narrativo'],7.52,76179.5,https://cdn.myanimelist.net/images/anime/6/61891.jpg,"Hase sempre quis uma coisa, ser amigo da Fujimiya, mas ela sempre rejeitava suas tentativas de começar uma amizade. Porém, aos poucos Hase começa a conseguir o que quer e quando ele finalmente pensa que tudo está indo bem, eis a surpresa, ela acaba contando para ele que as memórias recentes que ela criou, vão desaparecer depois de 1 semana, esse é o tempo limite que ela consegue se lembrar das coisas. Em vez de desistir, Hase começa sua jornada para que toda semana, ele conquiste a amizade dela novamente.","{'id_original': 21327, 'episodios': 12}"
28677,Yamada-kun and the Seven Witches,2015,"['Comedy', 'Mystery', 'Romance', 'Supernatural']","['Sci-Fi & Fantasia', 'Romance', 'Terror & Suspense', 'Estratégia & Puzzle', 'Comédia & Slice of Life', 'Drama & Narrativo']",7.52,235704.0,https://cdn.myanimelist.net/images/anime/2/73700.jpg,"Ryu Yamada é um estudante do segundo ano do Colégio Suzaku. Ryu sempre se atrasa para a escola, dorme no meio da aula e fica com as piores notas. Sua vida é um tédio mortal. A linda Urara Shiraishi, por outro lado, é a mais brilhante aluna do Suzaku. Um dia, sem qualquer explicação, seus corpos são trocados! Como vai ser a vida de Ryu no corpo de Urara e de Urara no corpo de Ryu?","{'id_original': 28677, 'episodios': 12}"
18139,Tonari no Seki-kun: The Master of Killing Time,2014,['Comedy'],['Comédia & Slice of Life'],7.52,57263.5,https://cdn.myanimelist.net/images/anime/9/55489.jpg,"O garoto que senta ao lado de Yokoi na escola é um menino criativo que sempre brinca com algo novo na hora da aula, seja xadrez, crochê e até mesmo com gatos de estimação, deixando ela com raiva por ele nunca ser pego.","{'id_original': 18139, 'episodios': 21}"
32681,Space Patrol Luluco,2016,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Ação & Aventura', 'Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.52,38799.0,https://cdn.myanimelist.net/images/anime/4/79073.jpg,"Ogikubo é um lugarzinho na Via Láctea onde terráqueos e alienígenas vivem em harmonia e onde vive Luluco, uma estudante de treze anos que vive com o seu pai e não passa de uma garota normal, com uma família normal e com um emprego normal, uma menina descomunalmente comum. Mas tudo muda na sua vidinha comum quando surge o misterioso estudante transferido chamado ΑΩ Nova.","{'id_original': 32681, 'episodios': 13}"
42590,Those Snow White Notes,2021,['Drama'],['Drama & Narrativo'],7.52,31799.5,https://cdn.myanimelist.net/images/anime/1841/111554.jpg,"Matsugorou Sawamura é um lendário tocador de shamisen. Após sua morte, seu neto Setsu Sawamura perde a capacidade de tocar o instrumento. Desprovido de seu querido som, Setsu vai parar em Tóquio, em busca de um novo som para amar. Yuna Tachimura, que trabalha em um clube, arranja um bico para ele tocar como abertura para outras bandas. Depositando no shamisen seus vários sentimentos e pensamentos, Setsu segue em busca de seu próprio som e seu próprio coração.","{'id_original': 42590, 'episodios': 12}"
10588,Persona 4 the Animation,2011,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']","['Estratégia & Puzzle', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Terror & Suspense']",7.52,67770.5,https://cdn.myanimelist.net/images/anime/4/29107.jpg,"Os dias chuvosos se tornaram um mistério na pequena cidade de Inaba, onde à meia noite um estranho canal aparece nos aparelhos de televisão, que de acordo com rumores mostra a alma gêmea do espectador. Yu Narukami, um garoto que vive mudando constante de cidade devido ao trabalho de seus pais, acaba de chegar na cidade, e, curioso sobre os rumores, acaba descobrindo que apenas ele ao lado de um seleto grupo de jovens portadores do poder das Personas podem adentrar o mundo da TV e solucionar os mistérios que rondam o canal da meia noite.","{'id_original': 10588, 'episodios': 25}"
37497,Iroduku: The World in Colors,2018,"['Drama', 'Fantasy', 'Romance']","['Romance', 'Sci-Fi & Fantasia', 'Drama & Narrativo']",7.52,69780.5,https://cdn.myanimelist.net/images/anime/1424/93855.jpg,"Em um mundo no futuro onde a magia ainda faz parte da vida cotidiana, Hitomi Tsukishiro, de 17 anos, descendente de uma família de magos, perdeu a capacidade de ver as cores quando jovem e cresceu como uma garota desprovida de emoção. Preocupada com seu futuro, a avó de Hitomi, Kohaku, decide mandá-la de volta no tempo para o ano de 2018, onde ela descobre um mundo de cores vivas.","{'id_original': 37497, 'episodios': 13}"
59361,I Have a Crush at Work,2025,"['Comedy', 'Romance']","['Romance', 'Drama & Narrativo', 'Comédia & Slice of Life']",7.51,19749.0,https://cdn.myanimelist.net/images/anime/1123/146384.jpg,"Yui Mitsuya e Masugu Tateishi não são apenas colegas de trabalho – eles estão totalmente apaixonados um pelo outro. A atitude prestativa e humilde dele deixa ela eufórica, e a fofura dela faz ele sorrir como um bobo. O problema é que eles estão tentando manter esse novo relacionamento em segredo para evitar constrangimentos no local de trabalho. Contudo, como não conseguem tirar as mãos um do outro, correm o risco de revelar esse pequeno segredo todos os dias no escritório!","{'id_original': 59361, 'episodios': 12}"
53879,Ron Kamonohashi's Forbidden Deductions,2023,"['Comedy', 'Mystery']","['Estratégia & Puzzle', 'Comédia & Slice of Life', 'Terror & Suspense']",7.51,28483.0,https://cdn.myanimelist.net/images/anime/1799/137123.jpg,"Ron Kamonohashi já foi considerado um gênio na melhor academia de treinamento de detetives. Mas depois de um erro fatal, ele foi expulso e proibido de se tornar um detetive. Anos depois o policial Totomaru Isshiki bate na porta de Ron buscando ajuda em um caso de homicídios em série. Ele encontra Ron, um recluso com o cabelo bagunçado, que concorda. Juntos, essa dupla de detetives incompatíveis começa a resolver seu primeiro mistério!","{'id_original': 53879, 'episodios': 13}"
53621,My Clueless First Friend,2023,"['Comedy', 'Romance']","['Romance', 'Drama & Narrativo', 'Comédia & Slice of Life']",7.51,17193.5,https://cdn.myanimelist.net/images/anime/1350/133642.jpg,"Nishimura é uma garota retraída, hostilizada por todos os colegas por seu jeito sombrio, que dizem até que ela é a Morte em pessoa. Mas isso só chama ainda mais a atenção de Takada, um novo aluno transferido. Sem saber o motivo do apelido, que por sinal ele acha super-maneiro, Takada começa a se aproximar mais e mais da Nishimura para se tornar amigo dela. Uma história cativante, cheia de nostalgia dos nossos tempos de fundamental, sobre uma amizade que vai aquecer seus corações!","{'id_original': 53621, 'episodios': 13}"
51958,KonoSuba: An Explosion on This Wonderful World!,2023,"['Comedy', 'Fantasy']","['Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.51,80566.0,https://cdn.myanimelist.net/images/anime/1626/135844.jpg,"Esta jovem e espevitada maga vai fazer de tudo para dominar o feitiço que lhe salvou a vida: Explosão! Megumin, a Grande Gênia do Clã da Magia Escarlate, escolheu se dedicar aos estudos da poderosa magia ofensiva que seu misterioso benfeitor usou... Até o dia em que sua irmã mais nova encontra um gato negro na floresta que pode ser a chave para o despertar de um Deus das Trevas!","{'id_original': 51958, 'episodios': 12}"
7627,Mitsudomoe,2010,['Comedy'],['Comédia & Slice of Life'],7.51,22918.5,https://cdn.myanimelist.net/images/anime/12/53947.jpg,"As trigêmeas de 11 anos Marui não poderiam ser mais diferentes. A mais velha, Mitsuba, é sádica e bem madura para sua idade. A do meio, Marui, é pervertida e atlética e tem a força de um adulto. A mais nova, Hitoha, geralmente é quieta e gentil, mas há horas em que ela pode virar a mais forte, mais sádica e mais pervertida das três. Todas as três estudam na mesma classe, guiada pelo professor recém-formado Yabe Satoshi. Ele normalmente é abusado pelas alunas, que também tentam fazer com que ele se relacione com a atrapalhada enfermeira Kuriyama Aiko. O problema é que Yabe não quer namorar Aiko e os métodos usados pelas trigêmeas são bem estranho","{'id_original': 7627, 'episodios': 13}"
24135,Nobunaga Concerto,2014,"['Comedy', 'Romance']","['Romance', 'Drama & Narrativo', 'Comédia & Slice of Life']",7.51,12207.0,https://cdn.myanimelist.net/images/anime/6/64519.jpg,"A história gira em torno de Saburou, um garoto colegial que viaja no tempo para era Sengoku no japão. Onde ele deve se tornar Nobunaga Oda, o senhor da guerra famoso que ajuda a unir o Japão.","{'id_original': 24135, 'episodios': 10}"
33089,Kemono Friends,2017,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.51,17171.5,https://cdn.myanimelist.net/images/anime/2/83518.jpg,"A história se passa no Parque Japari, um enorme zoológico localizado em algum lugar do mundo. Nele, uma estranha substância chamada Areia Estelar faz animais se tornarem criaturas humanóides chamadas de Garotas Animais! Essas novas criaturas convivem pacificamente com os visitantes do zoológico... Até que, um dia, uma criança perdida aparece no parque. Ao tentar levar o garoto de volta pra casa, as Garotas Animais embarcam numa grande aventura!","{'id_original': 33089, 'episodios': 12}"
33988,Interviews With Monster Girls,2017,"['Comedy', 'Fantasy']","['Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.51,112305.0,https://cdn.myanimelist.net/images/anime/8/83417.jpg,"Súcubos, dullahans, garotas da neve e vampiras... Somos demi-humanas, um pouco diferente das humanas. Hoje em dia, costumam nos chamar de ""demis."" Esta é uma estimulante e cativante comédia escolar envolvendo ""demis"" bastante únicas e Tetsuo Takahashi, um professor de colegial bastante interessado em aprender sobre suas vidas e hábitos.","{'id_original': 33988, 'episodios': 12}"
41694,Cells at Work! CODE BLACK!,2021,"['Action', 'Drama']","['Ação & Aventura', 'Drama & Narrativo']",7.51,43075.5,https://cdn.myanimelist.net/images/anime/1837/110799.jpg,"Esta é uma história sobre você. Uma aventura que se passa dentro do seu corpo. De acordo com novos estudos, há aproximadamente 37 trilhões de células em um corpo humano. Essas células dão duro todos os dias, desde os glóbulos vermelhos que carregam oxigênio até os glóbulos brancos que enfrentam bactérias, venham conhecer esses herois inominados e os dramas que acontecem dentro de você. Acompanhe uma empolgante história sobre células, bactérias e vírus como você nunca viu!","{'id_original': 41694, 'episodios': 13}"
46093,The Aquatope on White Sand,2021,['Drama'],['Drama & Narrativo'],7.51,27433.5,https://cdn.myanimelist.net/images/anime/1932/114952.jpg,"Em um pequeno aquário localizado na ilha de Okinawa, trabalha Kukuru Misakino, uma jovem de 18 anos. Lá ela encontra Fuka Miyazawa, uma ex-idol que perdeu seu emprego em Tóquio e está desnorteada. Elas começam a passar os dias juntas no aquário, conhecendo melhor uma a outra, mesmo com a iminente crise financeira ameaçando fechar o estabelecimento. Em meio aos sonhos e à realidade, à solidão e à amizade, aos laços e aos conflitos, as duas amigas vão virar uma nova e brilhante página neste verão.","{'id_original': 46093, 'episodios': 24}"
36038,Recovery of an MMO Junkie,2017,"['Comedy', 'Romance']","['Romance', 'Drama & Narrativo', 'Comédia & Slice of Life']",7.51,131692.5,https://cdn.myanimelist.net/images/anime/3/87463.jpg,"Uma mulher de 30 anos, desiludida com coisas que aconteceram na sua vida, decide abandonar seu emprego e virar uma NEET (pessoal que vive trancado em casa na frente do PC), abandonando o mundo real pelo mundo do MMORPG, aonde cria um char masculino. A história acompanha a interação dela com outros players com quem vai formando uma party. Coincidentemente, ela acaba conhecendo todos na vida real, sem perceber quem são.","{'id_original': 36038, 'episodios': 10}"
41120,The Millionaire Detective – Balance: Unlimited,2020,['Mystery'],"['Estratégia & Puzzle', 'Terror & Suspense']",7.51,106248.0,https://cdn.myanimelist.net/images/anime/1066/106556.jpg,"A história acompanha Daisuke Kanbe, um detetive rico que resolve seus casos dos jeitos mais inconvencionais o possível. Por conta disso, ele é designado para a “Unidade de assuntos de crimes modernos”, um esquadrão feito para lidar com investigadores problemático. Lá ele acaba se tornando parceiro de Katou.","{'id_original': 41120, 'episodios': 11}"
10033,Toriko,2011,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']","['Ação & Aventura', 'Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.51,26980.5,https://cdn.myanimelist.net/images/anime/1757/100671.jpg,"A história de Toriko acontece num mundo imaginário aonde a comida é muito importante e está presente com abundância, desde a saborosa grama de uma ilha até o mais raro animal, cuja localização é de dificílimo acesso e que poucos conseguem encontrá-los, devido a exigência de enorme força física. O enredo se foca no Toriko, Bishokuya que pretende encontrar os mais raros alimentos para fazer o seu ""menu perfeito"". Bishokuya são expert em caçar os mais difíceis alimentos, são conhecidos mundialmente e admirados por todos, demonstram um grande respeito pelos alimentos encontrados em seu planeta. Em oposição aos Bishokuya, e consequentemente ao Toriko, estão os Bishokukai, uma organização criminosa que visa conseguir os melhores ingredientes da maneira mais ilícita possível e com total desrespeito para com a natureza e sua fauna e flora, dando origem a grandes batalhas entre Toriko e seus amigos contra esses malfeitores.","{'id_original': 10033, 'episodios': 147}"
31376,Flying Witch,2016,"['Fantasy', 'Slice of Life']","['Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.5,56208.5,https://cdn.myanimelist.net/images/anime/6/80039.jpg,"Makoto Kuwata, uma jovem avoada de 15 anos de idade é uma bruxa. Acompanhada por seu gato preto Chito, ela muda-se de Yokohama para viver com seu primo de segundo grau em Aomori, no verdejante norte do Japão.","{'id_original': 31376, 'episodios': 12}"
37976,Zombie Land Saga,2018,"['Award Winning', 'Comedy', 'Supernatural']","['Sci-Fi & Fantasia', 'Comédia & Slice of Life', 'Terror & Suspense']",7.5,125722.5,https://cdn.myanimelist.net/images/anime/1084/128208.jpg,"As manhãs habituais. A música habitual. O eu habitual. Para sete meninas, uma vida pacífica foi subitamente destruída. Tudo nas mãos de zumbis, coisas mortas que de alguma forma permaneceram em movimento. Agora eles entram em um novo mundo, gostem ou não. Um ""zombieworld"" que representava o melhor e o pior. As sete meninas tinham apenas um desejo: ""Queremos viver"".","{'id_original': 37976, 'episodios': 12}"
38790,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2020,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia', 'Comédia & Slice of Life']",7.5,163020.0,https://cdn.myanimelist.net/images/anime/1579/113812.jpg,"Maple quer evitar se machucar em seu jogo de VRMMO, então ela coloca todos os seus pontos de habilidade na defesa até não conseguir nem mesmo se movimentar. E funciona??","{'id_original': 38790, 'episodios': 12}"
6347,Baka & Test: Summon the Beasts,2010,"['Comedy', 'Romance']","['Romance', 'Drama & Narrativo', 'Comédia & Slice of Life']",7.5,178650.0,https://cdn.myanimelist.net/images/anime/3/50389.jpg,"A História gira em torno de Yoshii Akihisa. Ele entra na Academia Fumizuki, uma escola que implantou um sistema diferente para dividir seus alunos: suas classes são decididas de acordo com seu resultado em um exame realizado antes do início do ano letivo, separando-os em classes de ""A"" a ""F"". Quanto maior for a classe, melhores serão suas instalações, portanto a classe ""A"" possui a melhor sala e a ""F"", a pior. Durante o ano letivo, as classes podem batalhar entre si utilizando um sistema de invocação de seres, onde cada aluno possui um ser, cujos pontos são baseados no resultado de seu último teste.","{'id_original': 6347, 'episodios': 13}"
49891,Reincarnated as a Sword,2022,"['Action', 'Adventure', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",7.5,80299.0,https://cdn.myanimelist.net/images/anime/1191/127909.jpg,"A história acompanha Fran, uma jovem meio-fera que vivia como escrava. Após ser salva por uma espada mágica, Fran descobre que o objeto na verdade era um homem na vida passada.  Por mais que a espada se lembre da sua antiga existência, ela não consegue lembrar de seu nome e nem de quem era. A partir de então, os dois parte em uma jornada juntos, onde Fran busca se tornar mais forte e a espada descobrir quem era.","{'id_original': 49891, 'episodios': 12}"
10216,"You're Being Summoned, Azazel",2011,"['Comedy', 'Supernatural']","['Sci-Fi & Fantasia', 'Comédia & Slice of Life', 'Terror & Suspense']",7.5,17796.5,https://cdn.myanimelist.net/images/anime/4/75284.jpg,"Baseado no mangá de mesmo nome, ganhador do 2º Manga Taisho Award de 2009; esta série de comédia, conta a história de um detetive chamado Akutabe, que invoca demônios para ajudar em seus casos, juntamente de sua parceira Sakumi. Neste meio, inúmeras criaturas e situações bizarras acontecem! Diversão garantida de um modo nunca antes visto!","{'id_original': 10216, 'episodios': 13}"
21273,Is the Order a Rabbit?,2014,['Slice of Life'],['Comédia & Slice of Life'],7.49,47817.0,https://cdn.myanimelist.net/images/anime/6/79600.jpg,"Kokoa chega à sua nova cidade na primavera para começar seus estudos no ensino médio, mas ela se perde e acaba entrando em um café chamado ""Rabbit House"", que acaba virando o lugar onde ela irá morar. Todas as pessoas de lá são tão fofinhas: a pequena, porém adorável Chino, a soldado Lize, a gentil japonesa Chiyo e a sofisticada porém realista Sharo. Elas se juntam às colegas de classe de Chino, Maya e Megu, e ao fiel cliente do café, Sr. Aoyama.","{'id_original': 21273, 'episodios': 12}"
26243,Seraph of the End: Vampire Reign,2015,"['Action', 'Drama', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia', 'Drama & Narrativo']",7.49,386843.0,https://cdn.myanimelist.net/images/anime/1879/148979.jpg,"Um dia, um vírus misterioso apareceu na Terra, que matou todos os humanos infectados com idade superior a 13 anos. Ao mesmo tempo, os vampiros surgiram a partir de trevas do mundo e da humanidade escravizada. Hyakuya Yuuichirou, um jovem rapaz, que, juntamente com o resto das crianças de seu orfanato, são tratados como gado pelos vampiros. Mesmo em cativeiro, Yuuichirou sonha grande. Ele sonha em matar vampiros. Ele sonha em matar todos eles.","{'id_original': 26243, 'episodios': 12}"
15061,Aikatsu!,2012,['Slice of Life'],['Comédia & Slice of Life'],7.49,7839.0,https://cdn.myanimelist.net/images/anime/6/74783.jpg,"A série gira em torno de Ichigo Hoshimiya que junto com sua melhor amiga, Aoi Kiriya, se matriculam na Academia Starlight para a formação de ídolos. Esses ídolos utilizam um sistema Aikatsu( que é um sistema de cartas, em que ídolos escolhem roupas para vestir para suas audições usando combinações de cartas)","{'id_original': 15061, 'episodios': 178}"
20031,D-Frag!,2014,['Comedy'],['Comédia & Slice of Life'],7.49,103741.0,https://cdn.myanimelist.net/images/anime/1662/112108.jpg,"Kazama Kenji gosta de acreditar que é um tipo de delinquente. Além disso, os outros parecem concordar com isso. Claro, a gangue de Kenji se encontra com um grupo de quatro garotas não muito normais. Elas são Chitose, Sakura, Minami e Roka. E de repente, toda a reputação que ele poderia ter não é nada comparada ao comportamento dessas garotas. Obrigado a entrar no clube delas, o que irá acontecer com sua vida cotidiana de agora em diante?","{'id_original': 20031, 'episodios': 12}"
49980,Sugar Apple Fairy Tale,2023,"['Adventure', 'Drama', 'Fantasy', 'Romance']","['Romance', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Drama & Narrativo']",7.49,30014.5,https://cdn.myanimelist.net/images/anime/1897/131300.jpg,"Num mundo onde fadas são compradas e vendidas para quem paga mais, a convivência entre os humanos e o povo feérico não é lá muito amigável. Mas amizade é exatamente o que Anne Halford quer de Challe, sua fada guarda-costas, ainda que ele não goste tanto da ideia. Como seu mestre, Anne lhe ordena que a escolte por uma área bastante perigosa, mas com um guarda-costas ansioso para escapar da escravidão, ela terá que encarar um desafio muito maior do que imaginava...","{'id_original': 49980, 'episodios': 12}"
8086,The Legend of the Legendary Heroes,2010,"['Action', 'Adventure', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",7.49,70709.0,https://cdn.myanimelist.net/images/anime/8/73651.jpg,"A história se passa no império real de Roland, onde Ryner Lute vive. O garoto é preguiçoso e não se preocupa com seus estudos… isso até ele acabar no meio de uma guerra entre Roland e a nação rival, Estabul. Por ter poderes especiais, ele é visto com maus olhos pela própria nação e tido como máquina mortal. O que ele quer é um mundo tranquilo e em paz. Mas devido ao seu enorme dom, a busca se dificulta e batalhas sangrentas e mortais o esperam...","{'id_original': 8086, 'episodios': 24}"
59267,Sanda,2025,"['Action', 'Mystery']","['Estratégia & Puzzle', 'Ação & Aventura', 'Terror & Suspense']",7.48,4441.5,https://cdn.myanimelist.net/images/anime/1364/151767.jpg,"No Japão do futuro, com natalidade ultrabaixa, as crianças são valorizadas, mas monitoradas. O Papai Noel é visto como perigoso e banido. Em 25 de dezembro, Kazushige Sanda, descendente do Papai Noel, é atacado pela colega Fuyumura, que quer que ele ache sua amiga desaparecida, Ono. ""Papai Noel, encontre minha amiga!"" Para proteger as crianças, Sanda se torna Papai Noel e luta contra os adultos.","{'id_original': 59267, 'episodios': 12}"
54301,Overtake!,2023,['Drama'],['Drama & Narrativo'],7.48,12818.0,https://cdn.myanimelist.net/images/anime/1487/139955.jpg,"Haruka Asahina é um adolescente do ensino médio que corre na Fórmula 4. Ele acaba conhecendo Koya Madoka, um fotógrafo fracassado que vê potencial em Haruka. Determinado a realizar seu sonho de subir ao pódio, Haruka enfrenta uma competição intensa onde cada milésimo de segundo conta.. Na equipe familiar da Komaki Motors, ele precisa levar tanto o carro quanto a si mesmo ao limite absoluto para atrair a atenção das equipes de elite. Apertem os cintos, é hora de correr!","{'id_original': 54301, 'episodios': 12}"
40879,Love Live! Nijigasaki High School Idol Club,2020,['Slice of Life'],['Comédia & Slice of Life'],7.48,17529.5,https://cdn.myanimelist.net/images/anime/1393/109203.jpg,"Para Yu Takasaki, os sonhos dela são os seus sonhos! No Colégio Nijigasaki, Yu passou a se interessar pelas idols da escola e decide entrar no clube delas com sua amiga Ayumu. O objetivo do clube: se reunir para fazer seus sonhos se tornarem realidade. Venha torcer pela Yu e todas as outras garotas para que seus objetivos se realizem!","{'id_original': 40879, 'episodios': 13}"
43756,Backflip!!,2021,['Sports'],[],7.48,20887.5,https://cdn.myanimelist.net/images/anime/1827/113510.jpg,"Quanto mais eles riem, mais alto eles voam. Quanto mais eles choram, mais fortes eles ficam. No último ano do ensino fundamental, Futaba Shotaro descobre a ginástica artística e fica apaixonado por ela. Ele decide se matricular no Colégio Particular Soshukan (também conhecido como Colégio Ao) para participar de seu clube de ginástica artística masculina, cheio de veteranos únicos e do ginasta prodígio Misato Ryoya. Dedicar os mais tenros anos de sua vida a uma paixão certamente trará frustração e disputas, mas estes garotos vão trabalhar juntos para alcançar um sonho em comum!","{'id_original': 43756, 'episodios': 12}"
13655,Little Busters!,2012,"['Comedy', 'Drama']","['Drama & Narrativo', 'Comédia & Slice of Life']",7.48,56008.5,https://cdn.myanimelist.net/images/anime/6/43757.jpg,"Quando Riki era criança, seus pais morreram, deixando-o depressivo e sem esperanças. O que o salvou foi um grupo de quatro crianças que se auto-denominam ""Little Busters"". Eles pegaram Riki e brincaram com ele durante seus tempos de necessidade. Ele adorava passar o tempo com eles, então a sua dor foi sumindo com o tempo. Agora, Riki já está em seu segundo ano do colegial, e Kyousuke, o “líder” do grupo, está prestes a finalizar a escola (que todos frequentam juntos), o grupo de amigos se depara com uma separação iminente, e que nada dura para sempre… Com isso, eles decidem fazer algo para se lembrar dos velhos tempos: jogar beisebol juntos; enquanto desejam que a vida, como ela está agora, pudesse continuar eternamente…  Little Busters! faz nos relembrar/repensar a nossa adolescência de maneira espetacular. Numa mistura de muito bom humor, onde os amigos fazem “idiotices” pelo bem da diversão, e um drama para derramar lágrimas.","{'id_original': 13655, 'episodios': 26}"
22199,Akame ga Kill!,2014,"['Action', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",7.48,694343.5,https://cdn.myanimelist.net/images/anime/1429/95946.jpg,"Num mundo de fantasia, o guerreiro Tatsumi parte para a capital procurando uma maneira de ganhar dinheiro para ajudar sua vila, mas descobre um mundo de corrupção inimaginável, se espalhando através do Primeiro Ministro, que controla a orelha do Imperador criança. Depois de quase se tornar vítima dessa corrupção, Tatsumi é recrutado pela Night Raid, um grupo de assassinos dedicado a eliminar a corrupção que infesta a capital, matando impiedosamente os responsáveis.","{'id_original': 22199, 'episodios': 24}"
60508,See You Tomorrow at the Food Court,2025,['Slice of Life'],['Comédia & Slice of Life'],7.47,6113.5,https://cdn.myanimelist.net/images/anime/1039/150572.jpg,"Para seus colegas, Wada apenas uma garota rica e quieta enquanto Yamamoto é uma loba solitária intimidadora... Mas, na verdade, Wada é uma viciada em jogos para celulares que está em uma relação de amor e ódio (com um personagem 2D), enquanto Yamamoto tem uma paixão por lendas urbanas e tem olhos apenas para seu YouTuber favorito. O segredo não tão secreto delas é que, apesar de improvável, elas são amigas que se encontram todos os dias em uma praça de alimentação para desabafar, falar sobre seus hobbies e aprender mais sobre uma a outra!","{'id_original': 60508, 'episodios': 6}"
55844,Twilight Out of Focus,2024,['Boys Love'],[],7.47,9339.0,https://cdn.myanimelist.net/images/anime/1708/142119.jpg,"Um clube de cinema numa escola masculina é o pano de fundo para três contos de romance. Mao e Hisashi são dupla em um projeto, fazem três promessas e se aproximam. O presidente do clube, Jin e um garoto mais novo invejoso chamado Giichi entram em confronto antes de acharem um ponto em comum. Shion, estudante do primeiro ano, entra para o clube de cinema em busca de um namorado e bate de frente com Rei — Até que Rei resolve convidá-lo para sair.","{'id_original': 55844, 'episodios': 12}"
