id,titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
3211,Tropico 5,2014,"Simulator, Strategy, Historical, Comedy, Sandbox, Role-playing (RPG)",72.63,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co2acd.jpg,"Return to the remote island nation of Tropico in the next installment of the critically acclaimed and hugely popular 'dictator sim' series. Expand your Dynasty's reign from the early colonial period to beyond the 21st Century, facing an all-new set of challenges, including advanced trading mechanics, technology and scientific research, exploration and for the first time in Tropico history – cooperative and competitive multiplayer for up to 4 players.","{""slug"": ""tropico-5"", ""igdb_url"": ""https://www.igdb.com/games/tropico-5"", ""plataformas"": [""PlayStation 4"", ""Linux"", ""PC (Microsoft Windows)"", ""Mac"", ""Xbox 360"", ""Xbox One""], ""raw_genres"": [""Simulator"", ""Strategy"", ""Historical"", ""Comedy"", ""Sandbox"", ""Role-playing (RPG)""]}"
3150,LEGO Harry Potter: Years 5-7,2011,"Adventure, Platform, Party, Puzzle, Action, Comedy, Fantasy",75.46,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co1qro.jpg,"The game will whisk you away to familiar locations from books 5-7 Order of the Phoenix, Half-Blood Prince and The Deathly Hallows, including Grimmauld Place, the Ministry of Magic and Godric's Hollow.","{""slug"": ""lego-harry-potter-years-5-7"", ""igdb_url"": ""https://www.igdb.com/games/lego-harry-potter-years-5-7"", ""plataformas"": [""PlayStation 3"", ""Wii"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""Mac"", ""PlayStation Vita"", ""PlayStation Portable"", ""Xbox 360""], ""raw_genres"": [""Adventure"", ""Platform"", ""Party"", ""Puzzle"", ""Action"", ""Comedy"", ""Fantasy""]}"
2193,Mario Party 8,2007,"Puzzle, Card & Board Game, Party",64.73,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co220d.jpg,"Mario Party 8 is the eighth installment of the Mario Party series on a home console and the first Mario Party game for the Wii. Mario Party 8 is notable for its strong use of the Wii Remote and its motion control capabilities in minigames. Players are required to perform various gestures instead of traditional button/joystick controls. Common motions include pointing-and-shooting, shaking, waving, turning, and twisting the Wii Remote. Player-created Miis are featured in this game, wherein they often show up within crowds. Miis can appear in certain minigames and may also serve as the player's character in Extra Mode. By playing regular party games, minigames, and completing the Star Battle Arena mode, players will earn Carnival Cards, which may be spent to unlock figures and game features.","{""slug"": ""mario-party-8"", ""igdb_url"": ""https://www.igdb.com/games/mario-party-8"", ""plataformas"": [""Wii""], ""raw_genres"": [""Puzzle"", ""Card & Board Game"", ""Party""]}"
2021,Mount & Blade,2008,"Adventure, Simulator, Action, Shooter, Sandbox, Role-playing (RPG), Indie",68.42,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co2egl.jpg,"Mount & Blade is an immersive medieval action/tactics game taking place in a fictitious land named Calradia. Enriched with RPG elements, Mount & Blade offers a captivating environment, beautifully detailed with hundreds of castles, towns, and villages to explore.","{""slug"": ""mount-blade"", ""igdb_url"": ""https://www.igdb.com/games/mount-blade"", ""plataformas"": [""PC (Microsoft Windows)""], ""raw_genres"": [""Adventure"", ""Simulator"", ""Action"", ""Shooter"", ""Sandbox"", ""Role-playing (RPG)"", ""Indie""]}"
1616,Mortal Kombat: Armageddon,2006,"Fighting, Action",73.15,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co1y0j.jpg,"Mortal Kombat: Armageddon brags a roster of 62 characters and sees the return of classic ones from the original Mortal Kombat, such as Reptile, Shang Tsung and Goro. The enhanced Konquest mode (story/adventure mode) improves over the preceding versions, but has a shorter length. There are now 64 arenas (including revamped versions of classic environments) which each have their own tweaks, such as the ridiculous amount of stage fatalities (fatalities are a fancy way of killing your opponent, including classic techniques such as the ""spine-rip"" or ""arm-break"").","{""slug"": ""mortal-kombat-armageddon"", ""igdb_url"": ""https://www.igdb.com/games/mortal-kombat-armageddon"", ""plataformas"": [""Xbox"", ""Wii"", ""PlayStation 2""], ""raw_genres"": [""Fighting"", ""Action""]}"
1278,Resistance: Fall of Man,2006,"Adventure, Horror, Action, Warfare, Historical, Shooter, Fantasy, Science fiction",78.52,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co2b4m.jpg,"In an alternate 1951, Sgt. Nathan Hale is among a unit of US soldiers sent to aid the British military against the invading aliens, known as Chimera. When Hale's unit is completely wiped out in a surprise attack, he struggles for survival...","{""slug"": ""resistance-fall-of-man"", ""igdb_url"": ""https://www.igdb.com/games/resistance-fall-of-man"", ""plataformas"": [""PlayStation 3""], ""raw_genres"": [""Adventure"", ""Horror"", ""Action"", ""Warfare"", ""Historical"", ""Shooter"", ""Fantasy"", ""Science fiction""]}"
542,LEGO Pirates of the Caribbean: The Video Game,2011,"Kids, Adventure, Platform, Puzzle, Action, Comedy",73.43,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co2qk0.jpg,LEGO Pirates of the Caribbean: The Video Game is an action adventure game that brings the Pirates of the Caribbean world and all its colorful characters to life in LEGO Brick form. Players experience all the memorable scenes from all four films in the humorous and quirky LEGO Video Games style.,"{""slug"": ""lego-pirates-of-the-caribbean-the-video-game"", ""igdb_url"": ""https://www.igdb.com/games/lego-pirates-of-the-caribbean-the-video-game"", ""plataformas"": [""PlayStation 3"", ""Wii"", ""PC (Microsoft Windows)"", ""Mac"", ""Xbox 360""], ""raw_genres"": [""Kids"", ""Adventure"", ""Platform"", ""Puzzle"", ""Action"", ""Comedy""]}"
329,Dungeon Siege,2002,"Role-playing (RPG), Fantasy, Action",75.14,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co2348.jpg,Dungeon Siege combines the immersive elements of a role-playing game with over-the-top intensity and non-stop action. Dungeon Siege plunges you into a continuous 3D fantasy world where you face off against an army of evil that has been unleashed.,"{""slug"": ""dungeon-siege"", ""igdb_url"": ""https://www.igdb.com/games/dungeon-siege"", ""plataformas"": [""PC (Microsoft Windows)"", ""Mac""], ""raw_genres"": [""Role-playing (RPG)"", ""Fantasy"", ""Action""]}"
163,Star Wars: Rogue Squadron,1998,"Science fiction, Shooter, Action",76.61,122,https://images.igdb.com/igdb/image/upload/t_cover_big/co7k18.jpg,"It is a time of great rejoicing in the galaxy. Luke Skywalker, with the help of Wedge Antilles, has blown up the Death Star. But there is little time to celebrate. The mighty Empire is gathering strength for a determined, all-out assault on the Rebel forces.  To save the Rebel Alliance from this Imperial onslaught, Luke Skywalker and Wedge Antilles have assembled the Rogue Squadron, a group of twelve of the most skilled battle-tested starfighter pilots. You will fly into battle as Luke Skywalker, to engage in intense, fast-paced planetary air-to-ground and air-to-air missions ‒ dogfights, search and destroy, reconnaissance, bombing runs, rescue assignments, and more.","{""slug"": ""star-wars-rogue-squadron"", ""igdb_url"": ""https://www.igdb.com/games/star-wars-rogue-squadron"", ""plataformas"": [""Nintendo 64"", ""PC (Microsoft Windows)""], ""raw_genres"": [""Science fiction"", ""Shooter"", ""Action""]}"
18829,Planet Coaster,2016,"Strategy, Sandbox, Simulator, Action",82.69,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co8y08.jpg,"Planet Coaster is a construction and management simulation video game. Similar to its spiritual predecessor, RollerCoaster Tycoon 3 (also developed by Frontier), the game allows players to build different theme park rides and roller-coasters.","{""slug"": ""planet-coaster--1"", ""igdb_url"": ""https://www.igdb.com/games/planet-coaster--1"", ""plataformas"": [""PC (Microsoft Windows)"", ""Mac""], ""raw_genres"": [""Strategy"", ""Sandbox"", ""Simulator"", ""Action""]}"
18225,The Sinking City,2019,"Adventure, Horror, Puzzle, Action, Mystery, Open world, Shooter, Role-playing (RPG)",70.24,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co7kpe.jpg,"The Sinking City is a game of investigation genre taking place in a fictional open world inspired by the works of H.P. Lovecraft. The player incarnates a private investigator in 1920s, who finds himself in a city of New England, Oakmont Massachusetts. It's currently suffering from extensive waterflood, and its cause is clearly supernatural.","{""slug"": ""the-sinking-city"", ""igdb_url"": ""https://www.igdb.com/games/the-sinking-city"", ""plataformas"": [""Xbox Series X|S"", ""PlayStation 4"", ""PC (Microsoft Windows)"", ""PlayStation 5"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Horror"", ""Puzzle"", ""Action"", ""Mystery"", ""Open world"", ""Shooter"", ""Role-playing (RPG)""]}"
13205,Astroneer,2019,"Kids, Adventure, Survival, Simulator, Open world, Sandbox, Science fiction, Indie",77.55,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co1niz.jpg,"Interact with strange new worlds in a unique and tactile way, molding the environment itself as if it were clay in your hands. Build your base, master resource management, automate your production lines, and more as you unravel the mysteries of the universe, alone or with friends.","{""slug"": ""astroneer"", ""igdb_url"": ""https://www.igdb.com/games/astroneer"", ""plataformas"": [""PlayStation 4"", ""PC (Microsoft Windows)"", ""PlayStation 5"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Kids"", ""Adventure"", ""Survival"", ""Simulator"", ""Open world"", ""Sandbox"", ""Science fiction"", ""Indie""]}"
10031,Yooka-Laylee,2017,"Adventure, Platform, Action, Open world, Fantasy, Indie",69.31,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co1z4v.jpg,"Explore huge, beautiful worlds, meet (and beat) an unforgettable cast of characters and horde a vault-load of shiny collectibles as buddy-duo Yooka (the green one) and Laylee (the wisecracking bat with the big nose) embark on an epic adventure to thwart corporate creep Capital B and his devious scheme to absorb all the world’s books… and convert them into pure profit!","{""slug"": ""yooka-laylee"", ""igdb_url"": ""https://www.igdb.com/games/yooka-laylee"", ""plataformas"": [""PlayStation 4"", ""Linux"", ""PC (Microsoft Windows)"", ""Mac"", ""Wii U"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Platform"", ""Action"", ""Open world"", ""Fantasy"", ""Indie""]}"
7709,Salt and Sanctuary,2016,"Adventure, Platform, Horror, Action, Role-playing (RPG), Fantasy, Indie",82.83,121,https://images.igdb.com/igdb/image/upload/t_cover_big/xszzunhatlbhoeznqovc.jpg,"""Salt and Sanctuary seamlessly combines fast, brutal, and complex 2D combat with richly developed RPG mechanics. Discover, craft, and upgrade over 600 weapons, armor pieces, spells, and items as you explore a cursed realm of forgotten cities, blood-soaked dungeons, desecrated monuments, and the fallen lords they once celebrated.""","{""slug"": ""salt-and-sanctuary"", ""igdb_url"": ""https://www.igdb.com/games/salt-and-sanctuary"", ""plataformas"": [""PlayStation 4"", ""Linux"", ""PC (Microsoft Windows)"", ""Mac"", ""PlayStation Vita"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Platform"", ""Horror"", ""Action"", ""Role-playing (RPG)"", ""Fantasy"", ""Indie""]}"
7558,Ninja Gaiden,1988,"Fantasy, Arcade, Action, Hack and slash/Beat 'em up",78.83,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co4sz8.jpg,"Ninja Action! The stage is set for conspiracy, mystery and evil in America. Come with Ninja Ryu as he takes you on his fateful journey. Tecmo's unique cinema display system develops the story stage by stage. You piece together the puzzle, while watching the movie-like graphics. Decide what action to take. Use the secret sword and items collected during the action scenes to fight your way to the goal!","{""slug"": ""ninja-gaiden--1"", ""igdb_url"": ""https://www.igdb.com/games/ninja-gaiden--1"", ""plataformas"": [""Arcade"", ""Wii""], ""raw_genres"": [""Fantasy"", ""Arcade"", ""Action"", ""Hack and slash/Beat 'em up""]}"
5314,Hyrule Warriors,2014,"Strategy, Action, Hack and slash/Beat 'em up",73.99,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co3p0r.jpg,"A Legendary Pairing: Cut down entire legions of enemies as Link, Zelda, Midna and other characters from The Legend of Zelda franchise using over-the-top powerful Dynasty Warriors-style moves. This tour de force through the beloved locales of Hyrule will have players battling some of the fiercest enemies in The Legend of Zelda history. Two players can play local co-op, with one player joining with the Wii U GamePad controller and another with the Wii U Pro Controller or Wii Remote and Nunchuk controllers.","{""slug"": ""hyrule-warriors"", ""igdb_url"": ""https://www.igdb.com/games/hyrule-warriors"", ""plataformas"": [""Wii U""], ""raw_genres"": [""Strategy"", ""Action"", ""Hack and slash/Beat 'em up""]}"
5178,Spider-Man 3,2007,"Open world, Action, Platform",60.7,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co2nc4.jpg,"The next-gen version of Spider-Man 3, a videogame based on the 2007 movie of the same name.  Spider-Man 3 is an action-adventure video game played from a third-person perspective, featuring an open-world rendition of Manhattan as its setting. In the game, players assume the role of Spider-Man and engage in missions, which are essentially scenarios with specific objectives that drive the storyline forward. These missions are designed to be completed in a non-linear fashion, providing players with some freedom in how they tackle them.  As Spider-Man, players can utilize web-swinging, wall-crawling, and a range of combat combos to confront and defeat various enemies.","{""slug"": ""spider-man-3"", ""igdb_url"": ""https://www.igdb.com/games/spider-man-3"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""], ""raw_genres"": [""Open world"", ""Action"", ""Platform""]}"
1072,Wario Land: Super Mario Land 3,1994,"Action, Platform",80.13,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co216h.jpg,"Hey! Things are really cookin' on Kitchen Island! Wario's got a scheme to steal the pirates' treasure so he can have his very own castle! You help Wario get the treasure by smashing into the the magic pots! Each pot changes him into Dragon Wario, Bull Wario, or Jet Wario! With each change comes new powers!  Dozens of enemies try to stop Wario, but you have the power to beat them!  Be the bad guy!  Explore the many exciting levels of Kitchen Island!  Battery-backed memory saves your progress for many hours of fun!","{""slug"": ""wario-land-super-mario-land-3"", ""igdb_url"": ""https://www.igdb.com/games/wario-land-super-mario-land-3"", ""plataformas"": [""Nintendo 3DS"", ""Game Boy""], ""raw_genres"": [""Action"", ""Platform""]}"
273,Unreal,1998,"Science fiction, Shooter, Action, Platform",80.43,121,https://images.igdb.com/igdb/image/upload/t_cover_big/co9er6.jpg,"Your prison ship has crash-landed on the fastest, sleekest, most dangerous 3D world ever created. Look around, crystal clear water shimmers, shadows dance and shift, alien architecture fades into the horizon. Discover the secret of this mysterious planet and find out what caused a peaceful race to be enslaved by vicious merciless aggressors.","{""slug"": ""unreal"", ""igdb_url"": ""https://www.igdb.com/games/unreal"", ""plataformas"": [""PC (Microsoft Windows)"", ""Mac"", ""64DD""], ""raw_genres"": [""Science fiction"", ""Shooter"", ""Action"", ""Platform""]}"
17030,LEGO Star Wars: The Force Awakens,2016,"Adventure, Platform, Puzzle, Action, Comedy, Hack and slash/Beat 'em up, Science fiction",71.55,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co1wnc.jpg,"LEGO Star Wars: The Force Awakens takes players deeper into the new film than any other game with all of the heroic characters from the movie, including Rey, Finn, Poe Dameron, Han Solo, Chewbacca, C-3PO, and BB-8, as well as Kylo Ren, General Hux and Captain Phasma, while also exploring iconic Star Wars locales, such as Jakku and Starkiller Base.  This game introduces new gameplay features, including the enhanced “Multi-Builds” system, where players can choose from multiple building options to advance the game. Gamers will be able to engage in intense new Blaster Battles for the first time, utilizing surrounding environments to drive back the First Order. Fans can also experience the thrill of high-speed flight gameplay through arena-based battles and dogfights in space, while utilizing a multitude of vehicles along the way, including the legendary Millennium Falcon.","{""slug"": ""lego-star-wars-the-force-awakens"", ""igdb_url"": ""https://www.igdb.com/games/lego-star-wars-the-force-awakens"", ""plataformas"": [""PlayStation 3"", ""PlayStation 4"", ""Nintendo 3DS"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""Mac"", ""Wii U"", ""PlayStation Vita"", ""Xbox 360"", ""Xbox One""], ""raw_genres"": [""Adventure"", ""Platform"", ""Puzzle"", ""Action"", ""Comedy"", ""Hack and slash/Beat 'em up"", ""Science fiction""]}"
8288,The Banner Saga 2,2016,"Tactical, Adventure, Simulator, Strategy, Historical, Role-playing (RPG), Fantasy, Indie",86.46,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co27ai.jpg,The award winning and BAFTA nominated saga continues in The Banner Saga 2. Continue your journey soon after the climactic events of The Banner Saga. The choices you made in the first game will affect who is alive and who is dead in this exciting sequel.,"{""slug"": ""the-banner-saga-2"", ""igdb_url"": ""https://www.igdb.com/games/the-banner-saga-2"", ""plataformas"": [""PlayStation 4"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""Mac"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Tactical"", ""Adventure"", ""Simulator"", ""Strategy"", ""Historical"", ""Role-playing (RPG)"", ""Fantasy"", ""Indie""]}"
3092,The Lord of the Rings Online,2007,"Role-playing (RPG), Adventure, Fantasy, Action",82.48,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co5rub.jpg,"Lord of the Rings Online is the premier MMORPG set in J.R.R. Tolkien's wondrous world of Middle-earth. LOTRO brings you into the timeline of the events of The Lord of the Rings story, and sets you on a path that parallels the Fellowship of the Ring, aiding them on their journey to Mordor by performing tasks and adventurous deeds surrounding their path across Middle-earth.","{""slug"": ""the-lord-of-the-rings-online"", ""igdb_url"": ""https://www.igdb.com/games/the-lord-of-the-rings-online"", ""plataformas"": [""PC (Microsoft Windows)"", ""Mac""], ""raw_genres"": [""Role-playing (RPG)"", ""Adventure"", ""Fantasy"", ""Action""]}"
2725,Pokémon Colosseum,2003,"Adventure, Role-playing (RPG), Strategy, Turn-based strategy (TBS)",71.92,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co2tpe.jpg,"Pokemon fans can now battle their favorite Pokemon on the grand stage. Starring a brand new leading character, Pokemon, Colosseum offers a story mode that pits you against tough trainers who routinely catch damaged Pokemon. In Battle mode, you can use the Game Boy Advance cable to send your team from your Pokemon Ruby or Pokemon Sapphire Game Pak to your Gamecube, then witness the true potential of your team. Rescue Pokemon and watch them come to life in spectacular Colosseum battles.","{""slug"": ""pokemon-colosseum"", ""igdb_url"": ""https://www.igdb.com/games/pokemon-colosseum"", ""plataformas"": [""Nintendo GameCube""], ""raw_genres"": [""Adventure"", ""Role-playing (RPG)"", ""Strategy"", ""Turn-based strategy (TBS)""]}"
1309,Medal of Honor: Frontline,2002,"Historical, Shooter, Action, Warfare",85.29,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co30sk.jpg,"Frontline is a first-person shooter where players take control of the protagonist player character in a first-person perspective where they fight through levels set during the Second World War against the Wehrmacht using historical weaponry of the era, performing a series of military operations. Briefings take place at the start of each mission, which advance the plot and introduce new characters. Each mission is structured through a number of linear levels, each with differing locations, levels of action and styles of gameplay. Initially the player character begins on the frontlines during D-Day backed up by other computer AI-controlled soldiers with an emphasis on fast action-orientated gun-based gameplay. As the story progress however, the player character is sent on a variety of other missions including a number of covert and undercover operations in locations such as military based, German-occupied towns and manors, submarines and countryside settings. The player character is tasked with objectives during levels that range from infiltration, espionage, rescue and recon. Because of the variety between missions and locations, gameplay also changes pace. While many missions involve Allied assaults on German targets others include elements of stealth and exploration. For example one selections of missions has the player detach from an allied raid to infiltrate a German U-Boat in order to get to a secret facility while another has them rendezvous and sneak into a German headquarters in disguise to rescue an operative. Many missions are performed solo yet some include an AI companion for backup. Health is determined by a health bar that can be replenished using a selection ""medikits"" found throughout levels with varying degrees of effect.  During missions, players can earn medals by the end of each level be meeting requirements such as completions of objectives, eliminating an amount of enemies and maintaining a percentage of health throughout, all represented by a bronze, silver or gold star.","{""slug"": ""medal-of-honor-frontline"", ""igdb_url"": ""https://www.igdb.com/games/medal-of-honor-frontline"", ""plataformas"": [""Xbox"", ""Nintendo GameCube"", ""PlayStation 2""], ""raw_genres"": [""Historical"", ""Shooter"", ""Action"", ""Warfare""]}"
1066,Super Mario Bros.: The Lost Levels,1986,"Adventure, Action, Platform",74.66,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co23bj.jpg,"Super Mario Bros.: The Lost Levels is a direct sequel to Super Mario Bros. Not to be confused with the western Super Mario Bros. 2, this sequel to Super Mario Bros. is very much an expansion to the original, with many reused graphics and concepts, though new ones are also present. The game was initially released for the Japan-only Family Computer Disk System.","{""slug"": ""super-mario-bros-the-lost-levels"", ""igdb_url"": ""https://www.igdb.com/games/super-mario-bros-the-lost-levels"", ""plataformas"": [""Family Computer Disk System"", ""Nintendo 3DS"", ""Wii"", ""Wii U""], ""raw_genres"": [""Adventure"", ""Action"", ""Platform""]}"
1000,Oddworld: Abe's Exoddus,1998,"Adventure, Platform, Puzzle, Action, Science fiction",81.82,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co3pvr.jpg,"Abe’s peaceful retirement was shattered when visited by a vision from the Three Weirdos. Abe learned the Magog Cartel was mining Necrum, the sacred Mudokon city of the dead, to collect bones to make super-addictive SoulStorm Brew.  After freeing the Mudokon spirits imprisoned in the Mudanchee and Mudomo Vaults, Abe gained scary powers from the Weirdos, including the ability to heal his Mudokon friends of SoulStorm addiction, and the power to turn invisible. Infiltrating the transportation hub of FeeCo Depot, and using explosive farts to survive adventures at the Slig Barracks and Bonewerks, Abe broke into SoulStorm Brewery.  There Abe learned the truth behind the secret ingredient of SoulStorm Brew... just before blasting the place to atoms with the combined power of the sobered-up Mudokon he’d rescued. Then Abe joined his brew-addled pals at Alf’s Rehab & Tea to take the cure – the journey of a lifetime starts with one step.  Or is it twelve?","{""slug"": ""oddworld-abe-s-exoddus"", ""igdb_url"": ""https://www.igdb.com/games/oddworld-abe-s-exoddus"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""PlayStation"", ""PlayStation Portable""], ""raw_genres"": [""Adventure"", ""Platform"", ""Puzzle"", ""Action"", ""Science fiction""]}"
998,Uncharted: Golden Abyss,2011,"Adventure, Shooter, Action, Platform",76.46,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co1un0.jpg,"Uncover the dark secret behind the 400-year-old massacre of a Spanish expedition as Nathan Drake tracks the murderous trail of an ancient and secret Spanish sect. Caught in the middle of a rivalry between Jason Dante - his old friend - and Marisa Chase - the granddaughter of an archeologist who has mysteriously vanished without a trace - Nathan Drake delves into the treacherous river basins, undiscovered temple ruins and karst caverns of Central America in search of a legendary lost city, only to find himself pushed to the edge of the Golden Abyss","{""slug"": ""uncharted-golden-abyss"", ""igdb_url"": ""https://www.igdb.com/games/uncharted-golden-abyss"", ""plataformas"": [""PlayStation Vita""], ""raw_genres"": [""Adventure"", ""Shooter"", ""Action"", ""Platform""]}"
769,Lara Croft and the Guardian of Light,2010,"Adventure, Platform, Puzzle, Action, Historical, Shooter, Fantasy",76.73,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co1vod.jpg,"Lara Croft and the Guardian of Light is a platform action video game developed by Crystal Dynamics and published by Square Enix for Microsoft Windows, PlayStation 3, Xbox 360 and iOS as part of the Tomb Raider series through digital distribution. Unlike previous games in the series, the game does not carry the Tomb Raider brand and has a heavy emphasis on cooperative gameplay. In multiplayer, players take the role as either Lara Croft or a 2,000-year-old Mayan warrior named Totec. They must work together in order to stop the evil spirit Xolotl and retrieve the Mirror of Smoke. A single-player campaign mode is available that does not include the non-playable character AI following or helping Lara.","{""slug"": ""lara-croft-and-the-guardian-of-light"", ""igdb_url"": ""https://www.igdb.com/games/lara-croft-and-the-guardian-of-light"", ""plataformas"": [""Google Stadia"", ""PlayStation 3"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""Xbox 360"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Platform"", ""Puzzle"", ""Action"", ""Historical"", ""Shooter"", ""Fantasy""]}"
696,FIFA Soccer 07,2006,"Non-fiction, Sport",74.13,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co207a.jpg,"FIFA 07 (also known as FIFA Football 07 and FIFA 07 Soccer) is the 2006 edition of EA Sports' series of football simulator video games. Developed by EA Canada, it is published by Electronic Arts.  It was the last game in the FIFA series to be released for the GameCube, Xbox, and Game Boy Advance, and the first to be released for the Xbox 360. The next-generation graphics and physics engine used in the Xbox 360 version will be exclusive to the console for a period of 12 months. It was also released for PC, Nintendo DS, PlayStation Portable, and PlayStation 2.  There are seven different covers of FIFA 07, each with a different player, depending on which region the game is sold in. Ronaldinho (FC Barcelona) graced the cover of all the games and was joined by Landon Donovan (Los Angeles Galaxy) and Francisco Fonseca (UANL Tigres) in North America; Wayne Rooney (Manchester United) in the United Kingdom, Australia, and the Benelux; Lukas Podolski (Bayern Munich) in Germany; David Villa (Valencia) in Spain; Kaká (Milan) in Italy; Juninho (Lyon) in France; Tranquillo Barnetta (Bayer Leverkusen) in Switzerland; and Kim Nam-Il (Suwon Samsung Bluewings) in South Korea.  FIFA 07 sponsored Accrington Stanley for the 2007–08 season, with the FIFA 07 logo displayed on the back of the team's shirts","{""slug"": ""fifa-soccer-07"", ""igdb_url"": ""https://www.igdb.com/games/fifa-soccer-07"", ""plataformas"": [""Xbox"", ""Nintendo GameCube"", ""PC (Microsoft Windows)"", ""PlayStation 2""], ""raw_genres"": [""Non-fiction"", ""Sport""]}"
255,Arcanum: of Steamworks and Magick Obscura,2001,"Open world, Role-playing (RPG), Fantasy, Science fiction",89.27,120,https://images.igdb.com/igdb/image/upload/t_cover_big/co26ed.jpg,"Imagine a place of wonder,where magic and technology hold equal sway, and an adventurer might just as easily wield a flintlock pistol as a flaming sword. A place where great industrial cities house castle keeps and factories, home to Dwarves, Humans, Orcs and Elves alike. A place of ancient runes and steamworks, of magic and machines, of sorcery and science.  Arcanum is the first game to come from the development house Troika Games, LLC, started by former Fallout team members Tim Cain, Leonard Boyarsky, and Jason Anderson. This team takes the depth of gameplay and world-building in role-playing games to entirely new levels of realism and excitement.  Arcanum creates a compelling new world where magic and technology coexist in an uneasy balance. As Arcanum opens, the mechanical age has only recently arrived in this ancient land where Humans, Elves, Dwarves, Orcs and other races have learned to survive in the new sprawling industrialized cities. But this radical shift from magic to technology has created a potentially explosive situation. As the townspeople and other thinkers begin mass production of light bulbs, batteries, eyeglasses and guns, the Mages grow leery. This tightly wound setting is the starting point from which the character must set out on his quest.","{""slug"": ""arcanum-of-steamworks-and-magick-obscura"", ""igdb_url"": ""https://www.igdb.com/games/arcanum-of-steamworks-and-magick-obscura"", ""plataformas"": [""PC (Microsoft Windows)""], ""raw_genres"": [""Open world"", ""Role-playing (RPG)"", ""Fantasy"", ""Science fiction""]}"
281275,Buckshot Roulette,2023,"Simulator, Horror, Strategy, Action, Indie",79.83,119,https://images.igdb.com/igdb/image/upload/t_cover_big/co85h5.jpg,"Buckshot Roulette is a tabletop horror game that attempts to re-design the infamous game of Russian Roulette, replacing the traditional revolver with a proper 12-gauge pump-action shotgun. This extra firepower, and more importantly the different mechanics in handling a shotgun compared to a revolver, offers a fresh take on the classic and deadly game of chance.  The game takes place at the top of an underground nightclub, where the metal railings tremble to the pulse of long lost drum machines. A crooked AI dealer is waiting for you. Will you meet them?","{""slug"": ""buckshot-roulette"", ""igdb_url"": ""https://www.igdb.com/games/buckshot-roulette"", ""plataformas"": [""Xbox Series X|S"", ""Linux"", ""PC (Microsoft Windows)""], ""raw_genres"": [""Simulator"", ""Horror"", ""Strategy"", ""Action"", ""Indie""]}"
