id,titulo,ano_lancamento,titulos_alternativos
362736,The Hexecutioners,2015.0,['The Hexecutioners']
375741,Anatomia zła,2015.0,"['Anatomia zła', 'Anatomy of Evil']"
326359,Frozen: Febre Congelante,2015.0,['Frozen Fever']
286217,Perdido em Marte,2015.0,['The Martian']
280996,Sr. Sherlock Holmes,2015.0,['Mr. Holmes']
298312,A Visita,2015.0,['The Visit']
286565,Cidades de Papel,2015.0,['Paper Towns']
348811,Marcas da Guerra,2015.0,['War Pigs']
316447,Bad Blood,2015.0,['Bad Blood']
362057,Martírio,2015.0,['Martyrs']
156981,Chamada Mortal,2015.0,['Old 37']
374251,Sr. Vareta,2015.0,['Stick Man']
366630,Dois Anos e uma Eternidade,2015.0,['The Bridge']
316410,Bound,2015.0,['Bound']
225728,Macbeth: Ambição e Guerra,2015.0,['Macbeth']
358430,O Novato,2015.0,"['The New Kid', 'Le Nouveau']"
421987,Habitantes - Eles Estão Aqui,2015.0,['Occupants']
264660,Ex_Machina: Instinto Artificial,2015.0,['Ex Machina']
368239,Vista de uma Lua Azul,2015.0,['View from a Blue Moon']
349112,Thomas E Seus Amigos: A Lenda Do Tesouro Perdido (BPO),2015.0,"[""Thomas & Friends: Sodor's Legend of the Lost Treasure: The Movie""]"
345875,The Abandoned,2015.0,['The Abandoned']
405349,Lamaran,2015.0,"['Lamaran', 'The Proposal']"
296313,Men & Chicken,2015.0,"['Men & Chicken', 'Mænd & høns']"
167810,O Rio Perdido,2015.0,['Lost River']
356326,A Epidemia Zumbi,2015.0,"['Sorgenfri', 'What We Become']"
306543,Homies,2015.0,['Homies']
320007,Victoria,2015.0,"['My Name Is Victoria', 'Victoria']"
317981,Bloodsucking Bastards,2015.0,['Bloodsucking Bastards']
353163,Le Mirage,2015.0,"['Le Mirage', 'The Mirage']"
308403,De nærmeste,2015.0,"['Homesick', 'De nærmeste']"
347763,A Lição,2015.0,['The Lesson']
262169,Halloween Macabro,2015.0,['Gravy']
342183,"As Mil e Uma Noites: Volume 3, O Encantado",2015.0,"['Arabian Nights: Volume 3, The Enchanted One', 'As Mil e Uma Noites: Volume 3, O Encantado']"
282984,O Homem Irracional,2015.0,['Irrational Man']
331347,Hablar,2015.0,"['Speak', 'Hablar']"
273899,Stonewall: Onde o Orgulho Começou,2015.0,['Stonewall']
351037,The Ardennes,2015.0,"[""D'Ardennen"", 'The Ardennes']"
321666,600 Milhas,2015.0,"['600 Miles', '600 millas']"
291270,Anomalisa,2015.0,['Anomalisa']
331579,The Price of Desire,2015.0,['The Price of Desire']
245906,Um Amor a Cada Esquina,2015.0,"[""She's Funny That Way""]"
329724,Em Sintonia,2015.0,"['In Harmony', 'En équilibre']"
324325,Twinsters,2015.0,['Twinsters']
323027,Liga da Justiça: Deuses e Monstros,2015.0,['Justice League: Gods and Monsters']
324558,X-Rated: The Greatest Adult Movies of All Time,2015.0,['X-Rated: The Greatest Adult Movies of All Time']
347669,Incidencias,2015.0,"['Incidencias', 'Stranded']"
292277,Vivendo na Era dos Aviões,2015.0,['Living in the Age of Airplanes']
352157,Marguerite,2015.0,['Marguerite']
341392,Lolo: O Filho da Minha Namorada,2015.0,['Lolo']
258363,Deserto,2015.0,['Desierto']
336200,Panama,2015.0,['Panama']
334670,Gayby Baby,2015.0,['Gayby Baby']
458147,Romeo+Rinjani,2015.0,['Romeo+Rinjani']
386501,Waffle Street,2015.0,['Waffle Street']
312804,James White,2015.0,['James White']
336004,O Sequestro do Ônibus 657,2015.0,['Heist']
287948,Carga Explosiva: O Legado,2015.0,['The Transporter Refueled']
348892,Irmão Bajrangi,2015.0,"['Brother Bajrangi', 'बजरंगी भाईजान']"
254128,Terremoto: A Falha de San Andreas,2015.0,['San Andreas']
323366,Pod,2015.0,['Pod']
252164,Sob Pressão,2015.0,['Pressure']
363733,Bem Casados,2015.0,"['Bem Casados', 'Happily Married']"
285848,Félix et Meira,2015.0,"['Felix and Meira', 'Félix et Meira']"
352582,Bachelors,2015.0,['Bachelors']
330348,A Espera,2015.0,"['The Wait', ""L'attesa""]"
322443,Família e Honra,2015.0,['The Timber']
352205,Parched,2015.0,['Parched']
353879,Phantom,2015.0,['Phantom']
307931,Os Irmãos Lobo,2015.0,['The Wolfpack']
345470,Hector,2015.0,['Hector']
272548,Moonwalkers: Rumo à Lua,2015.0,['Moonwalkers']
308194,Zombie Massacre 2: Reich of the Dead,2015.0,['Zombie Massacre 2: Reich of the Dead']
346303,Audacity,2015.0,['Audacity']
358762,Urban Hymn,2015.0,['Urban Hymn']
325134,Sevimli Tehlikeli,2015.0,"['Sevimli Tehlikeli', 'Cute and Dangerous']"
345931,American Poltergeist - Não Desperte os Mortos,2015.0,['American Poltergeist']
403537,Lea,2015.0,['Lea']
343981,Gascoigne,2015.0,['Gascoigne']
251387,A Equipe da Noite,2015.0,['The Night Crew']
308369,"Eu, Você e a Garota Que Vai Morrer",2015.0,['Me and Earl and the Dying Girl']
323656,Apenas Jim,2015.0,['Just Jim']
348150,Jim Henson's Turkey Hollow,2015.0,"[""Jim Henson's Turkey Hollow""]"
380088,Meteor Assault,2015.0,['Meteor Assault']
373879,One Piece: Aventura em Nebulândia,2015.0,"['ONE PIECE 〜アドベンチャー オブ ネブランディア〜', 'One Piece ~Adventure of Nevlandia~']"
324744,Ninguém é salvo sozinho,2015.0,"[""You Can't Save Yourself Alone"", 'Nessuno si salva da solo']"
312797,The Barber,2015.0,['The Barber']
355655,Uma Prova de Fé,2015.0,['Catching Faith']
323383,Wuthering High,2015.0,['Wuthering High']
1548421,The Summoning,2015.0,['The Summoning']
290283,Honeytrap,2015.0,['Honeytrap']
387892,Get Squirrely,2015.0,['Get Squirrely']
273238,Tolerância Zero,2015.0,['Zero Tolerance']
328480,Kept Woman,2015.0,['Kept Woman']
319999,Body,2015.0,"['Body/Ciało', 'Body']"
457604,Catatan Akhir Kuliah,2015.0,"['The Final Note', 'Catatan Akhir Kuliah']"
293069,A Camareira,2015.0,"['The Chambermaid Lynn', 'Das Zimmermädchen Lynn']"
364470,Game Therapy,2015.0,['Game Therapy']
316784,The Black Hole,2015.0,['The Black Hole']
266294,Irmãs,2015.0,['Sisters']
346228,"Love, Again",2015.0,"['Love, Again']"
325892,Hunterrr,2015.0,['Hunterrr']
146301,Atividade Paranormal: Dimensão Fantasma,2015.0,['Paranormal Activity: The Ghost Dimension']
98333,Red Herring,2015.0,['Red Herring']
367541,Becoming Santa,2015.0,['Becoming Santa']
333348,O Natal dos Coopers,2015.0,['Love the Coopers']
332177,Vingança,2015.0,['Vendetta']
325690,Noi e la Giulia,2015.0,"['Noi e la Giulia', 'The Legendary Giulia and Other Miracles']"
312827,The Nightmare,2015.0,['The Nightmare']
237756,Mate-me Mais uma Vez,2015.0,['Kill Me Three Times']
330916,Rei Jack,2015.0,['King Jack']
339362,SuperBob,2015.0,['SuperBob']
699263,Grasa,2015.0,['Grasa']
369927,A Second Chance,2015.0,['A Second Chance']
366045,Reluctant Witness,2015.0,['Reluctant Witness']
356296,Suburra,2015.0,['Suburra']
346754,Le bruit des arbres,2015.0,"['The Sound of Trees', 'Le bruit des arbres']"
340382,Ataque dos Titãs 2: O Fim do Mundo,2015.0,"['進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド', 'Attack on Titan 2: End of the World']"
337104,Chronic,2015.0,['Chronic']
370234,Demência,2015.0,['Dementia']
352188,Je suis à vous tout de suite,2015.0,"[""I'm All Yours"", 'Je suis à vous tout de suite']"
331161,See You In Valhalla,2015.0,['See You In Valhalla']
360603,Um Natal Coroado,2015.0,['Crown for Christmas']
291362,Road Hard,2015.0,['Road Hard']
334833,Kidnep,2015.0,"[""Kidnap - Bo's Most Exciting Holiday Ever"", 'Kidnep']"
367538,O Voo Antes do Natal,2015.0,['The Flight Before Christmas']
277353,Campus Code,2015.0,['Campus Code']
342502,AWOL-72,2015.0,['AWOL-72']
360927,Driven Underground,2015.0,['Driven Underground']
364499,The PreNup,2015.0,['The PreNup']
263472,Bata Antes de Entrar,2015.0,['Knock Knock']
363482,Era Uma Vez o Natal,2015.0,['Once Upon A Holiday']
400001,Trémulo,2015.0,"['Trémulo', 'Tremulous']"
380738,Unlucky Stars,2015.0,['Unlucky Stars']
347945,Synchronicity,2015.0,['Synchronicity']
345468,Contágio Letal - Estágio II,2015.0,['Contracted: Phase II']
362065,Fire City: End of Days,2015.0,['Fire City: End of Days']
346723,Domácí péče,2015.0,"['Home Care', 'Domácí péče']"
373564,Beauty and the Bestie,2015.0,['Beauty and the Bestie']
363689,A Casa do Silêncio,2015.0,['The Unspoken']
333888,Tempo instabile con probabili schiarite,2015.0,"['Partly Cloudy with Sunny Spells', 'Tempo instabile con probabili schiarite']"
360339,Eden Lutar ou Morrer,2015.0,['Eden']
268105,Os Parecidos,2015.0,"['Los parecidos', 'The Similars']"
297393,Dark Horse,2015.0,['Dark Horse']
879468,Twelve,2015.0,['Twelve']
346494,Coconut Hero,2015.0,['Coconut Hero']
364902,O Fiel Camareiro,2015.0,['The Dresser']
326247,The House on Pine Street,2015.0,['The House on Pine Street']
317744,A Cilada,2015.0,['Careful What You Wish For']
379927,Król życia,2015.0,"['Król życia', 'The King of Life']"
296449,Francofonia - Louvre Sob Ocupação,2015.0,['Francofonia']
363838,A Avaliação,2015.0,['The Reckoning']
353898,"Manjhi, O Homem da Montanha",2015.0,['Manjhi: The Mountain Man']
327982,Духless 2,2015.0,"['Soulless 2', 'Духless 2']"
301351,"Música, Amigos e Festa",2015.0,['We Are Your Friends']
280840,ma ma,2015.0,['ma ma']
345628,Taxi,2015.0,['Taxi']
241554,Noite Sem Fim,2015.0,['Run All Night']
336691,Paternity Leave,2015.0,['Paternity Leave']
333596,Talento e Fé,2015.0,['Woodlawn']
403330,Romantically Speaking,2015.0,['Romantically Speaking']
430605,Raúl,2015.0,['Raúl']
349177,Sucker,2015.0,['Sucker']
337960,O Amor é Para Todos,2015.0,['Holding the Man']
348678,Um Homem Chamado Ove,2015.0,"['A Man Called Ove', 'En man som heter Ove']"
336845,Sequestros em Cleveland,2015.0,['Cleveland Abduction']
361746,Uma Colheita Especial,2015.0,['Harvest Moon']
278736,Cómo sobrevivir a una despedida,2015.0,"['Cómo sobrevivir a una despedida', ""Girls' Night Out""]"
358532,The Monster of Mangatiti,2015.0,['The Monster of Mangatiti']
287491,Steppeulven,2015.0,"['Itsi Bitsi', 'Steppeulven']"
265208,Carta Selvagem,2015.0,['Wild Card']
333886,Limonata,2015.0,"['Limonata', 'Lemonade']"
280092,Sobrenatural: A Origem,2015.0,['Insidious: Chapter 3']
288036,Dormindo com as Outras Pessoas,2015.0,['Sleeping with Other People']
333111,This Is Drag,2015.0,['This Is Drag']
377062,Narodni heroj Ljiljan Vidić,2015.0,"['Narodni heroj Ljiljan Vidić', 'National Hero Lily Vidic']"
366755,Fashion Chicks,2015.0,['Fashion Chicks']
359108,Viva,2015.0,['Viva']
359713,Na Máfia Por Acaso,2015.0,['How to Beat a Bully']
597210,The Surface,2015.0,['The Surface']
354857,Apenas um Show: O Filme,2015.0,['Regular Show: The Movie']
362185,Operator - Chamadas do Crime,2015.0,['Operator']
334875,Ek Paheli Leela,2015.0,['Ek Paheli Leela']
347158,Bikini Avengers,2015.0,['Bikini Avengers']
339944,A Sociedade Secreta de Souptown,2015.0,"['Supilinna salaselts', 'Secret Society of Souptown']"
314402,Dheepan: O Refúgio,2015.0,['Dheepan']
320996,Iliza Shlesinger: Freezing Hot,2015.0,['Iliza Shlesinger: Freezing Hot']
324930,O Exorcismo,2015.0,['Proof of the Devil']
301728,Infini,2015.0,['Infini']
321494,O Homem com Punhos de Ferro 2,2015.0,['The Man with the Iron Fists 2']
274109,Palmeiras na Neve,2015.0,"['Palmeras en la nieve', 'Palm Trees in the Snow']"
362059,Yoko y sus amigos,2015.0,"['Yoko y sus amigos', 'Yoko and His Friends']"
333657,Na Balada,2015.0,['Club Life']
318256,Hot Girls Wanted,2015.0,['Hot Girls Wanted']
319348,Disparue en hiver,2015.0,"['Disparue en hiver', 'Disappeared in Winter']"
323674,6 Anos,2015.0,['6 Years']
365452,Depois da Tempestade,2015.0,['A Rising Tide']
773839,Stunt Fighter,2015.0,['Stunt Fighter']
365432,The Sublet,2015.0,['The Sublet']
340275,Chi-Raq,2015.0,['Chi-Raq']
331836,Babá Fora de Controle: Missão Brasil,2015.0,['Babysitting 2']
332839,Big Sky,2015.0,['Big Sky']
331464,Beleza Negra,2015.0,['Black Beauty']
352165,Angrej,2015.0,['Angrej']
366255,Killer Rack,2015.0,['Killer Rack']
495971,Pietro Mennea - La freccia del sud,2015.0,['Pietro Mennea - La freccia del sud']
346755,Czerwony Pająk,2015.0,"['The Red Spider', 'Czerwony Pająk']"
346347,"End of Days, Inc.",2015.0,"['End of Days, Inc.']"
290237,映画 ST赤と白の捜査ファイル,2015.0,"['ST: Aka to Shiro no Sôsa File the Movie', '映画 ST赤と白の捜査ファイル']"
371219,Meat Loaf: In and Out of Hell,2015.0,['Meat Loaf: In and Out of Hell']
329984,O Mestre dos Jogos 2,2015.0,"['The Man From Macau 2', '賭城風雲 II']"
1407389,Voices of Midway,2015.0,['Voices of Midway']
329297,Sanctuaire,2015.0,"['Sanctuary', 'Sanctuaire']"
475559,NOVA: The Great Math Mystery,2015.0,['NOVA: The Great Math Mystery']
352161,O Clã,2015.0,"['El clan', 'The Clan']"
329802,Det vita folket,2015.0,"['Det vita folket', 'The Deposit']"
346356,Seven Days: Friday – Sunday,2015.0,"['Seven Days: Friday - Sunday', 'セブンデイズ FRIDAY→SUNDAY']"
359105,Heneral Luna,2015.0,"['Heneral Luna', 'General Luna']"
330628,Poderes Desconhecidos,2015.0,['The Answer']
339530,O Ataque dos Vermes Malditos 5: Linhas de Sangue,2015.0,['Tremors 5: Bloodlines']
268238,O Exótico Hotel Marigold 2,2015.0,['The Second Best Exotic Marigold Hotel']
348765,Alaska,2015.0,['Alaska']
319396,O Mundo dos Zumbis,2015.0,['Zombieworld']
337073,Almost Mercy,2015.0,['Almost Mercy']
398222,용주골,2015.0,"['Yongju Valley', '용주골']"
338803,간신,2015.0,"['Treacherous Subject', '간신']"
323260,鴨王,2015.0,"['The Gigolo', '鴨王']"
363478,Não Estou Preparado para o Natal,2015.0,"[""I'm Not Ready for Christmas""]"
1095021,Leemte,2015.0,['Leemte']
369057,Um Príncipe de Natal,2015.0,['A Prince for Christmas']
361745,Sonhos de Outono,2015.0,['Autumn Dreams']
357400,Digimon Adventure tri. 1: Saikai,2015.0,"['Digimon Adventure tri.: Reunion', 'デジモンアドベンチャー tri. 第１章「再会」']"
312056,I Love NY,2015.0,['I Love NY']
327385,As aventuras de Dancer e Dame,2015.0,['Dancer and the Dame']
242091,Addiction: A 60's Love Story,2015.0,"[""Addiction: A 60's Love Story""]"
284303,"Boa Noite, Mamãe!",2015.0,"['Goodnight Mommy', 'Ich seh, Ich seh']"
345868,アイアンガール Ultimate Weapon,2015.0,"['アイアンガール Ultimate Weapon', 'Iron Girl: Ultimate Weapon']"
340684,Essas Pessoas,2015.0,['Those People']
1459218,A Black Heart In White Hell,2015.0,['A Black Heart In White Hell']
369054,Na Terra do Natal,2015.0,['Christmas Land']
373054,Tandem,2015.0,['Tandem']
324183,O Fantasma da Montanha,2015.0,"['Ghost Mountaineer', 'Must alpinist']"
337719,Pos eso,2015.0,"['Possessed', 'Pos eso']"
499902,Poveste de Dragoste,2015.0,"['Poveste de Dragoste', 'A Gift for You']"
336808,O Abraço da Serpente,2015.0,"['Embrace of the Serpent', 'El abrazo de la serpiente']"
254320,O Lagosta,2015.0,['The Lobster']
332976,Absolution,2015.0,['Absolution']
302528,Memórias Secretas,2015.0,['Remember']
295830,Ataque dos Titãs,2015.0,"['Attack on Titan: The Movie', '進撃の巨人 ATTACK ON TITAN']"
336201,Las elegidas,2015.0,"['The Chosen Ones', 'Las elegidas']"
356757,Arianna,2015.0,['Arianna']
356626,Black,2015.0,['Black']
306952,"Naomi, Ely e a Lista de Não Beijos",2015.0,"[""Naomi and Ely's No Kiss List""]"
418752,Verdi: Otello,2015.0,"['Metropolitan Opera: Live in HD — Otello', 'Verdi: Otello']"
355338,O Primeiro Encontro da Riley?,2015.0,"[""Riley's First Date?""]"
565596,Christmas Dreams,2015.0,['Christmas Dreams']
314400,Sangue do Meu Sangue,2015.0,"['Sangue del mio sangue', 'Blood of My Blood']"
377436,The Right Girl,2015.0,['The Right Girl']
308063,The Visit,2015.0,['The Visit']
1018877,Troll Empire,2015.0,['Troll Empire']
342917,Batman Sem Limites: Caos Monstruoso,2015.0,['Batman Unlimited: Monster Mayhem']
232572,Uma Caminhada na Floresta,2015.0,['A Walk in the Woods']
296099,Férias Frustradas,2015.0,['Vacation']
461401,Provando o Mal,2015.0,['Irrefutable Proof']
344514,Violência,2015.0,"['Violencia', 'Violence']"
302323,Manhattan Romance,2015.0,['Manhattan Romance']
492453,Kakak,2015.0,['Kakak']
283536,Ned Rifle,2015.0,['Ned Rifle']
419139,陽光桜－YOKO THE CHERRY BLOSSOM－,2015.0,"['Yoko the Cherry Blossom', '陽光桜－YOKO THE CHERRY BLOSSOM－']"
366506,Agoraphobia,2015.0,['Agoraphobia']
229182,A Ameaça,2015.0,['The Harvest']
244117,Emily & Tim,2015.0,['Emily & Tim']
731810,Dead of Winter: The Donner Party,2015.0,['Dead of Winter: The Donner Party']
320316,Italiano medio,2015.0,['Italiano medio']
352372,Darling,2015.0,['Darling']
346838,Os Quatro Guerreiros,2015.0,['The Four Warriors']
355111,Barbie: Rainhas do Rock,2015.0,"[""Barbie in Rock 'N Royals""]"
368716,O Quebra Nozes no Reino dos Brinquedos,2015.0,['The Nutcracker Sweet']
378991,OMG... We're in a Horror Movie,2015.0,"[""OMG... We're in a Horror Movie""]"
323432,Falha de Segurança,2015.0,['Les Gorilles']
319847,Hansel Vs. Gretel,2015.0,['Hansel Vs. Gretel']
389968,Dämmerung über Burma,2015.0,"['Dämmerung über Burma', 'Twilight Over Burma']"
276500,The Ever After,2015.0,['The Ever After']
334354,Livres Como o Vento 2,2015.0,"['Windstorm 2', 'Ostwind 2']"
353335,99% Muhrim - Get Married 5,2015.0,['99% Muhrim - Get Married 5']
352114,Quay,2015.0,['Quay']
364067,A Very Murray Christmas,2015.0,['A Very Murray Christmas']
352327,After Words,2015.0,['After Words']
394755,Padesátka,2015.0,"['Padesátka', 'Chasing Fifty']"
341744,Truman,2015.0,['Truman']
407948,The Inherited,2015.0,['The Inherited']
373786,Nilalang,2015.0,"['Geisha of Death', 'Nilalang']"
809571,Behind You,2015.0,['Behind You']
356300,Como Planejar Uma Orgia Em Uma Pequena Cidade,2015.0,['How to Plan an Orgy in a Small Town']
315319,Si accettano miracoli,2015.0,"['Si accettano miracoli', 'We Accept Miracles']"
308032,O Experimento de Aprisionamento de Stanford,2015.0,['The Stanford Prison Experiment']
353257,A queda da Terra,2015.0,['Earthfall']
371442,Bad Roomies,2015.0,['Bad Roomies']
315055,A Virada Errada,2015.0,"['Henkesi edestä', 'Absolution']"
254470,A Escolha Perfeita 2,2015.0,['Pitch Perfect 2']
345054,Pai em Dobro,2015.0,['Double Daddy']
283698,Corações Famintos,2015.0,['Hungry Hearts']
344120,Enfurecidos,2015.0,"['Rabid Dogs', 'Enragés']"
366847,The Rusted,2015.0,['The Rusted']
366551,Krampus: O Acordo,2015.0,['Krampus: The Reckoning']
352364,Numb,2015.0,['Numb']
339043,Beeba Boys,2015.0,['Beeba Boys']
369019,Captain Webb,2015.0,['Captain Webb']
347674,Rivers 9,2015.0,['Rivers 9']
351523,동창회의 목적,2015.0,"['동창회의 목적', 'Purpose of Reunion']"
328264,Um Dia a Mais Para Viver,2015.0,['Bereave']
348393,Uma Família para o Natal,2015.0,['Family for Christmas']
500381,Reunion,2015.0,['Reunion']
343070,Flight World War II,2015.0,['Flight World War II']
284875,Cut Snake,2015.0,['Cut Snake']
372821,S-最後の警官- 奪還 RECOVERY OF OUR FUTURE,2015.0,"['S-最後の警官- 奪還 RECOVERY OF OUR FUTURE', 'S: The Last Policeman: Recovery of Our Future']"
323657,L'Oriana,2015.0,"[""L'Oriana""]"
321751,Um Dia Perfeito,2015.0,['A Perfect Day']
301228,Narcopolis,2015.0,['Narcopolis']
348630,Garage Sale Mystery: The Wedding Dress,2015.0,['Garage Sale Mystery: The Wedding Dress']
355595,Super Hero Taisen GP: Kamen Rider #3,2015.0,"['Super Hero Taisen GP: Kamen Rider 3', 'スーパーヒーロー大戦GP 仮面ライダー3号']"
356483,A Fera,2015.0,['Unnatural']
338100,American Girl: A Receita para o Sucesso,2015.0,['An American Girl: Grace Stirs Up Success']
334074,Perseguindo Abbott,2015.0,['Survivor']
362699,Remainder,2015.0,['Remainder']
329757,Crossing the Line to Broadway,2015.0,['Crossing the Line to Broadway']
335844,Kid Kulafu,2015.0,['Kid Kulafu']
337115,Alias María,2015.0,"['Alias Maria', 'Alias María']"
317952,Cartel Land,2015.0,['Cartel Land']
356218,Pojkarna,2015.0,"['Girls Lost', 'Pojkarna']"
1144626,Brilliantman!,2015.0,['Brilliantman!']
360695,O Mensageiro,2015.0,['The Go-Between']
330764,O Novíssimo Testamento,2015.0,"['The Brand New Testament', 'Le Tout Nouveau Testament']"
277217,Descendentes,2015.0,['Descendants']
318954,Através da Máscara,2015.0,['Beyond the Mask']
400267,ব্যোমকেশ বক্সী,2015.0,"['ব্যোমকেশ বক্সী', 'Byomkesh Bakshi']"
370964,Coração de Fogo,2015.0,"['Он - дракон', 'I Am Dragon']"
339170,We Are Monsters,2015.0,['We Are Monsters']
362244,Paixão Perigosa,2015.0,['16 and Missing']
501767,Gifted,2015.0,['Gifted']
278247,Walt Antes do Mickey,2015.0,['Walt Before Mickey']
352334,Porque é Novembro,2015.0,['November Rule']
325669,The Dream Children,2015.0,['The Dream Children']
362155,EU E ELA,2015.0,"['Io & Lei', 'Me, Myself and Her']"
338006,Medo Silencioso,2015.0,"['Silent Fear', 'De Reünie']"
367544,O Espírito do Natal,2015.0,['The Spirit of Christmas']
332502,400 Dias,2015.0,['400 Days']
278316,A Doce Sede de Sangue,2015.0,['Da Sweet Blood of Jesus']
253414,Rock em Cabul,2015.0,['Rock the Kasbah']
333382,O Caso do Policial Canibal,2015.0,['Thought Crimes']
420346,The Morning After,2015.0,['The Morning After']
283235,Trabalhando para o Inimigo,2015.0,['99 Homes']
366141,Minions Curta: CroMinion,2015.0,['Cro Minion']
298582,Full Out: No Ritmo da Vitória,2015.0,['Full Out']
280922,Asthma,2015.0,['Asthma']
325813,Adam e seus Clones,2015.0,['Splitting Adam']
380358,Cents,2015.0,['Cents']
365839,En underbar jävla jul,2015.0,"['En underbar jävla jul', 'A Holy Mess']"
382517,O Bicho Vai Pegar 4,2015.0,['Open Season: Scared Silly']
362105,Monsterville: O Armário das Almas,2015.0,"[""R.L. Stine's Monsterville: The Cabinet of Souls""]"
361131,Hate Story 3,2015.0,['Hate Story 3']
366015,Buried Secrets,2015.0,['Buried Secrets']
342281,Une famille à louer,2015.0,"['Family for Rent', 'Une famille à louer']"
337419,Danny,2015.0,['Danny']
365045,Heidi,2015.0,['Heidi']
318044,"What Happened, Miss Simone?",2015.0,"['What Happened, Miss Simone?']"
287525,Kantemir,2015.0,['Kantemir']
339536,Fremdkörper,2015.0,"['Fremdkörper', 'Foreign Body']"
364426,Fear Itself,2015.0,['Fear Itself']
356268,Keeper,2015.0,['Keeper']
339286,Minimum Wage,2015.0,['Minimum Wage']
336126,Hustlers Convention,2015.0,['Hustlers Convention']
948454,Everyday Miracles,2015.0,['Everyday Miracles']
457402,The Book of Fire,2015.0,['The Book of Fire']
393478,Hayat Öpücüğü,2015.0,"['Hayat Öpücüğü', 'Kiss of Life']"
473168,As Good As You,2015.0,['As Good As You']
322850,Dever e Honra,2015.0,['Badge of Honor']
362443,Fangboner,2015.0,['Fangboner']
332534,Bana Masal Anlatma,2015.0,"['Bana Masal Anlatma', 'Telling Tales']"
350849,La novia,2015.0,"['La novia', 'Blood Wedding']"
324803,Hangman,2015.0,['Hangman']
312796,The Squeeze,2015.0,['The Squeeze']
336222,A Ovelha Negra,2015.0,"['Rams', 'Hrútar']"
258099,Just Before I Go,2015.0,['Just Before I Go']
355264,Medo da Escuridão,2015.0,['The Fear of Darkness']
280090,Sandamarutham,2015.0,['Sandamarutham']
263456,StalkHer,2015.0,['StalkHer']
334304,Belle e Sebástian: A Aventura Continua,2015.0,"['Belle and Sebastian: The Adventure Continues', ""Belle et Sébastien, l'aventure continue""]"
250124,O Diário de Uma Adolescente,2015.0,['The Diary of a Teenage Girl']
309503,Zipper,2015.0,['Zipper']
363810,Classe Ociosa,2015.0,['The Leisure Class']
363283,GONIN サーガ,2015.0,"['GONIN サーガ', 'Gonin Saga']"
287855,Drown,2015.0,['Drown']
299551,O Misterioso Caso de Judith Winstead,2015.0,['The Atticus Institute']
503963,Virtuous,2015.0,['Virtuous']
287692,Bastard,2015.0,['Bastard']
371759,Doctor Who: Os Maridos de River Song,2015.0,['Doctor Who: The Husbands of River Song']
362124,The Who: Live in Hyde Park,2015.0,['The Who: Live in Hyde Park']
352988,Dark Moon Rising,2015.0,['Dark Moon Rising']
345323,Unity,2015.0,['Unity']
376504,Aço: Em Busca de Si Mesmo,2015.0,['Steel']
641124,Tatort Matterhorn,2015.0,"['Tatort Matterhorn', 'Cervin 1865, une première tragique']"
363016,Curas de Saugatuck,2015.0,['Saugatuck Cures']
299245,A Forca,2015.0,['The Gallows']
345775,Tout en haut du monde,2015.0,"['Long Way North', 'Tout en haut du monde']"
362998,Chuteira de Ouro,2015.0,['Golden Shoes']
332849,Mothers of the Bride,2015.0,['Mothers of the Bride']
351145,O Desconhecido,2015.0,"['El desconocido', 'Retribution']"
309581,Lila e Eve - Unidas Pela Vingança,2015.0,['Lila & Eve']
381994,Los inocentes,2015.0,"['The Innocents', 'Los inocentes']"
300601,Ahora o nunca,2015.0,"[""It's Now or Never"", 'Ahora o nunca']"
359805,21 nuits avec Pattie,2015.0,"['21 Nights with Pattie', '21 nuits avec Pattie']"
319910,Cavalos Domados,2015.0,['Broken Horses']
315899,Desecrated,2015.0,['Desecrated']
365886,Chasing Valentine,2015.0,['Chasing Valentine']
86835,Cavaleiro de Copas,2015.0,['Knight of Cups']
354288,Eva Não Dorme,2015.0,"[""Eva Doesn't Sleep"", 'Eva no duerme']"
454585,Excess Baggage,2015.0,['Excess Baggage']
321160,Um Anel Para Você,2015.0,['With This Ring']
291272,Ainda Estamos Aqui,2015.0,['We Are Still Here']
354251,Southbound: Estrada para o inferno,2015.0,['Southbound']
291044,Short Skin,2015.0,['Short Skin']
347200,Code Geass: Akito the Exiled 3 - Aquilo que Brilha e Cai dos Céus,2015.0,"['コードギアス 亡国のアキト 第3章「輝くもの天より堕つ」', 'Code Geass: Akito the Exiled 3: The Brightness Falls']"
274854,O Último Caçador de Bruxas,2015.0,['The Last Witch Hunter']
384830,Crocodile,2015.0,['Crocodile']
373048,All Through the House,2015.0,['All Through the House']
1201055,セクシャルダイナマイトヒロイン06,2015.0,['セクシャルダイナマイトヒロイン06']
346662,Treurgrond,2015.0,['Treurgrond']
509503,Svinjari,2015.0,"['Svinjari', 'Swineherds']"
648997,Malaikat Kecil,2015.0,['Malaikat Kecil']
363413,Relatório do Amor 2,2015.0,['Pyaar Ka Punchnama 2']
380043,Gangster Ka: Afričan,2015.0,"['Gangster Ka: Afričan', 'Gangster Ka: African']"
362884,Um Amor de Babá,2015.0,['October Kiss']
471979,The Genius of George Boole,2015.0,['The Genius of George Boole']
300602,No Mundo da Lua,2015.0,"['Capture the Flag', 'Atrapa la bandera']"
369059,How Sarah Got Her Wings,2015.0,['How Sarah Got Her Wings']
360321,Nocturna,2015.0,['Nocturna']
