id,titulo,titulos_alternativos
58080,Viral Hit,"['싸움독학', 'How to Fight', 'Ssaumdokhak', 'Viral Hit', '喧嘩独学', 'Kenka Dokugaku']"
33241,Honobono Log,"['Honobono Log', 'ほのぼのログ']"
34102,Sagrada Reset,"['Sagrada Reset', 'Sakurada Reset', 'サクラダリセット']"
32648,Handa-kun,"['Handa-kun', 'はんだくん']"
30016,Nanbaka,"['ナンバカ', 'Nanbaka', 'Numbaka', 'The Numbers', 'Nambaka']"
48471,Irina: The Vampire Cosmonaut,"['月とライカと吸血姫', 'Moon', 'and the Bloodsucking Princess', 'Irina: The Vampire Cosmonaut', 'Laika', 'Tsuki to Laika to Nosferatu']"
18893,Arpeggio of Blue Steel -Ars Nova-,"['Arpeggio of Blue Steel: Ars Nova', 'Aoki Hagane no Arpeggio: Ars Nova', 'Arpeggio of Blue Steel -Ars Nova-', '蒼き鋼のアルペジオ ‐アルス・ノヴァ‐']"
20709,Sabagebu! -Survival Game Club!-,"['Sabagebu!: Survival Game Club', 'Sabagebu! -Survival Game Club!-', 'Survival Game Club!', 'Sabagebu!: Survival Game Club!', 'さばげぶっ!', 'Sabage-bu!']"
23311,GARO: THE ANIMATION,"['Garo: The Animation', 'GARO: THE ANIMATION', '牙狼〈GARO〉-炎の刻印-', 'Garo Project', 'Garo: Honoo no Kokuin']"
52481,Days with My Stepsister,"['Gimai Seikatsu', 'Days with My Stepsister', '義妹生活']"
10232,Tamayura: Hitotose,"['Tamayura: Hitotose', 'たまゆら～hitotose～', 'Tamayura Hitotose']"
11617,High School DxD,"['ハイスクールD×D', 'Highschool DxD', 'High School DxD']"
18041,Rozen Maiden: Zurückspulen,"['Rozen Maiden: Zurückspulen', 'Rozen Maiden (2013)', 'ローゼンメイデン (2013)']"
15863,Majestic Prince,"['銀河機攻隊 マジェスティックプリンス', 'Majestic Prince', 'Ginga Kikoutai Majestic Prince']"
48649,Fuuto PI,"['Fuuto Tantei', '風都探偵', 'Fuuto PI']"
31884,Witchy Pretty Cure!,"['魔法つかいプリキュア！', 'Maho Girls Precure!', 'Witchy Pretty Cure!', 'Mahoutsukai Precure!']"
8841,Is This a Zombie?,"['これはゾンビですか?', 'Kore wa Zombie desu ka?', 'Is This a Zombie?', 'Kore ha Zombie Desu ka?', 'Kore wa Zombie Desuka?', 'Koreha Zombie Desuka?']"
47790,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,"['世界最高の暗殺者、異世界貴族に転生する', 'To reincarnate in a different world aristocrat', 'Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru', ""The world's best assassin"", ""The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat"", 'Ansatsu Kizoku']"
10798,Un-Go,"['Un-Go', 'UN-GO アン ゴ']"
18507,Free! - Iwatobi Swim Club,"['Free! - Iwatobi Swim Club', 'Free!', 'Free! Iwatobi Swim Club', 'フリー！']"
60427,Gnosia,"['グノーシア', 'Gnosia']"
53770,Go! Go! Loser Ranger!,"['Go! Go! Loser Ranger!', 'Sentai Daishikkaku', '戦隊大失格', 'Ranger Reject']"
53698,Stella of the Theater: World Dai Star,"['World Dai Star', 'Stella of the Theater: World Dai Star', 'ワールドダイスター']"
52973,The Café Terrace and Its Goddesses,"['女神のカフェテラス', 'Megami no Café Terrace', 'The Café Terrace and Its Goddesses', 'Goddess Café Terrace']"
52173,The Ice Guy and His Cool Female Colleague,"['Koori Zokusei Danshi to Cool na Douryou Joshi', 'The Ice Guy and His Cool Female Colleague', '氷属性男子とクールな同僚女子']"
38759,The Helpful Fox Senko-san,"['The Helpful Fox Senko-san', 'Sewayaki Kitsune no Senko-san', '世話やきキツネの仙狐さん', 'Meddlesome Kitsune Senko-san']"
21681,Hanayamata,"['ハナヤマタ', 'Hanayamata']"
40496,The Misfit of Demon King Academy,"['Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', '魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～', 'The Misfit of Demon King Academy', ""The Misfit of Demon King Academy: History's Strongest Demon King Reincarnates and Goes to School with His Descendants""]"
10884,Saki Episode of Side A,"['Saki Episode of Side A', 'Saki Achiga-hen: Episode of Side-A', '咲-Saki-阿知賀編 episode of side-A']"
42826,The Saint's Magic Power is Omnipotent,"['聖女の魔力は万能です', 'Seijo no Maryoku wa Bannou desu', 'The power of the saint is all around.', ""The Saint's Magic Power is Omnipotent""]"
36652,Forest of Piano,"['El Bosque del Piano', 'ピアノの森', 'The Piano Forest', 'The Perfect World of Kai', 'Forest of Piano', 'Piano no Mori (TV)', 'Piano Forest']"
49778,Sword of the Demon Hunter: Kijin Gentosho,"['鬼人幻燈抄', 'Kijin Gentoushou', 'Sword of the Demon Hunter: Kijin Gentosho', 'Sword of the Demon Hunter']"
50461,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,"['乙女ゲー世界はモブに厳しい世界です', 'Mobuseka', 'Otome Game Sekai wa Mob ni Kibishii Sekai desu', 'Otomege Sekai wa Mob ni Kibishii Sekai desu', 'Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs', 'Mobseka']"
13599,Robotics;Notes,"['ロボティクス・ノーツ', 'Robotics;Notes']"
31500,High School Fleet,"['ハイスクール・フリート', 'Haifuri', 'High School Fleet']"
38483,ORESUKI Are you the only one who loves me?,"['ORESUKI Are you the only one who loves me?', '俺を好きなのはお前だけかよ', 'Ore wo Suki nano wa Omae dake ka yo']"
16353,Love Lab,"['Renai Lab', 'Love Lab', '恋愛ラボ', 'Love Lab (Ren Ai Lab)']"
57648,"Welcome to Japan, Ms. Elf!","['日本へようこそエルフさん。', 'Nihon e Youkoso Elf-san.', 'Welcome to Japan, Ms. Elf!']"
57533,A Terrified Teacher at Ghoul School!,"['妖怪学校の先生はじめました！', 'A Terrified Teacher at Ghoul School!', 'Youkai Gakkou no Sensei Hajimemashita!', 'I Started Being a Teacher for a Youkai School!', 'Yohaji']"
54855,Senpai is an Otokonoko,"['Senpai wa Otokonoko', 'My Crossdressing Senpai', '先輩はおとこのこ', 'Senpai is an Otokonoko', 'Painoko', 'Otokonoko ga Kouhai ni Kokuhaku sareru Hanashi']"
53434,An Archdemon's Dilemma: How to Love Your Elf Bride,"[""An Archdemon's Dilemma: How to Love Your Elf Bride"", 'the Demon Lord', 'Madome', 'I', 'but How Do I Love Her?', 'Took a Slave Elf as My Wife', '魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？', 'Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?']"
7662,Psychic Detective Yakumo,"['心霊探偵 八雲', 'Shinrei Tantei Yakumo', 'Psychic Detective Yakumo']"
36884,Dragon Pilot: Hisone and Masotan,"['HisoMaso', 'Hisone & Masotan', 'Dragon Pilot: Hisone and Masotan', 'Drachenflieger', 'Hisone and Maso-tan', 'Hisone y Masotan: A Lomos del Dragón', 'Pilote Dragon: Hisone et Masotan', 'ひそねとまそたん', 'Hisone to Maso-tan']"
38753,O Maidens in Your Savage Season,"['O Maidens in Your Savage Season', 'Maidens of the Savage Season', 'Araburu Kisetsu no Otome-domo yo.', '荒ぶる季節の乙女どもよ。']"
35330,Pop Team Epic,"['PPTP', 'Poptepipic', 'Poputepipikku', 'Pop Team Epic', 'ポプテピピック']"
48857,Healer Girl,"['Healer Girl', 'ヒーラー・ガール']"
51020,Helck,"['Helck', 'ヘルク']"
32105,Twin Star Exorcists,"['Sousei no Onmyouji', '双星の陰陽師', 'Twin Star Exorcists']"
51461,Tonari no Yokai-san,"['Tonari no Yokai-san', 'となりの妖怪さん', 'Tonari no Youkai-san']"
9893,Suite Precure♪,"['Suite Precure♪', 'スイート プリキュア♪', 'Suite Pretty Cure♪']"
14811,GJ Club,"['GJ Club', 'GJ部', 'Good Job-bu', 'GJ-bu']"
28013,Macross Delta,"['Macross Δ', 'マクロスΔ（デルタ）', 'Macross Delta']"
17505,Mushibugyo,"['ムシブギョー 蟲奉行', 'Mushibugyo', 'Mushibugyou']"
33983,Onihei,"['鬼平', 'Onihei']"
13333,Tari Tari,"['TARI TARI', 'Tari Tari']"
36317,Skull-face Bookseller Honda-san,"['Gaikotsu Shotenin Honda-san', 'Skull-face Bookseller Honda-san', 'ガイコツ書店員本田さん']"
28623,Kabaneri of the Iron Fortress,"['甲鉄城のカバネリ', 'Kabaneri de la Fortaleza de Hierro: La Batalla de Unato', 'Koutetsujou no Kabaneri', 'Kabaneri of the Iron Fortress']"
55877,A Salad Bowl of Eccentrics,"['Salad Bowl of Eccentrics', 'Henjin no Salad Bowl', 'Hensara', '変人のサラダボウル', 'A Salad Bowl of Eccentrics']"
16009,Sunday Without God,"['The Sunday Without God', 'Sunday without God (Kamisama no Inai Nichiyoubi)', '神さまのいない日曜日', 'Kami-Nai', 'Kamisama no Inai Nichiyoubi', 'Sunday Without God', 'Kami-sama no Inai Nichiyoubi']"
15751,Senyuu.,"['Senyuu.', 'Senyu', '戦勇。', 'Senyu.']"
32175,Shonen Maid,"['Boy Maid', 'Shounen Maid', 'Shonen Maid', '少年メイド']"
26349,I Can't Understand What My Husband Is Saying,"['Danna ga Nani wo Itteiru ka Wakaranai Ken', '旦那が何を言っているかわからない件', 'No Puedo Entender lo que Dice mi Esposo', ""I Can't Understand What My Husband Is Saying""]"
18229,Gatchaman Crowds,"['ガッチャマン クラウズ', 'Gatchaman Crowds']"
41833,The Vampire Dies in No Time,"['吸血鬼すぐ死ぬ', 'The Vampire Dies in No Time', 'Kyuuketsuki Sugu Shinu', 'KyuuShi']"
49520,Aharen-san wa Hakarenai,"['Aharen Is Indecipherable', '阿波連さんははかれない', 'Aharen-san wa Hakarenai']"
49692,Heroines Run the Show: The Unpopular Girl and the Secret Task,"['Heroines Run the Show: The Unpopular Girl and the Secret Task', 'Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto', 'To Become a Real Heroine!', 'ヒロインたるもの！〜嫌われヒロインと内緒のお仕事〜']"
8676,Amagami SS,"['Amagami SS', 'アマガミSS']"
60168,This Monster Wants to Eat Me,"['A Monster Wants to Eat Me', 'WataTabe', 'Watashi wo Tabetai, Hitodenashi', 'This Monster Wants to Eat Me', '私を喰べたい、ひとでなし']"
60157,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom,"['完璧すぎて可愛げがないと婚約破棄された聖女は隣国に売られる', 'Kanpekiseijo', 'The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom', 'Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru']"
60130,"Captivated, By You","['by You', 'Captivated, By You', '夢中さ、きみに。', 'Captivated', 'Muchuu sa, Kimi ni.']"
54632,Doctor Elise: The Royal Lady with the Lamp,"['Gekai Elise', 'Surgeon Elise', 'Oegwauisa Elise', 'Doctor Elise: Queen with a Scalpel', '外科医エリーゼ', '외과의사 엘리제', 'Doctor Elise: The Royal Lady with the Lamp']"
53613,Dead Mount Death Play,"['デッドマウント・デスプレイ', 'Dead Mount Death Play']"
37403,Ahiru no Sora,"['あひるの空', 'Ahiru no Sora']"
31414,Rainbow Days,"['虹色デイズ', 'Rainbow Days', 'Nijiiro Days']"
44275,Selection Project,"['Selection Project', 'Selepro', 'SELECTION PROJECT']"
40938,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway","['I Shaved. Then I Brought a High School Girl Home.', 'Hige wo Soru. Soshite Joshikousei wo Hirou.', 'Higehiro', 'ひげを剃る。そして女子高生を拾う。', 'Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway']"
49438,Parallel World Pharmacy,"['Parallel World Pharmacy', '異世界薬局', 'Alternate World Pharmacy', 'Isekai Yakkyoku']"
14345,BTOOOM!,"['BTOOOM!', 'Btooom!']"
11499,Sankarea: Undying Love,"['さんかれあ', 'Sankarea', 'Sankarea: Undying Love']"
38186,We Never Learn: BOKUBEN,"['BokuBen', 'ぼくたちは勉強ができない', 'We Never Learn: Bokuben', 'Bokutachi wa Benkyou ga Dekinai', 'We Never Learn: BOKUBEN', ""We Can't Study""]"
52367,No Longer Allowed in Another World,"['異世界失格', 'No Longer Human...In Another World', 'Isekai Shikkaku', 'No Longer Allowed in Another World']"
52081,Otaku Elf,"['Edomae Elf', 'Otaku Elf', 'Shut-In Elf', 'A Sloven Elf Who Have Been from the Edo Period', '江戸前エルフ']"
51794,The Seven Deadly Sins: Four Knights of the Apocalypse,"['The Seven Deadly Sins: Four Knights of the Apocalypse', '七つの大罪 黙示録の四騎士', 'Nanatsu no Taizai: Mokushiroku no Yonkishi']"
37993,Wataten! an Angel Flew Down to Me,"['Wataten', '私に天使が舞い降りた！', 'Wataten! an Angel Flew Down to Me', 'Watashi ni Tenshi ga Maiorita!', 'Wataten!: An Angel Flew Down to Me']"
6712,Summer Storm! Open for Business,"['Summer Storm! Open for Business', '夏のあらし!春夏冬中', 'Natsu no Arashi! 2', 'Natsu no Arashi! Akinai-chuu', 'Natsu no Arashi! Staffel 2', 'Natsu no Arashi! Akinaichuu', 'Natsu no Arashi! Saison 2']"
28497,Rokka: Braves of the Six Flowers,"['六花の勇者', 'Rokka: Braves of the Six Flowers', 'Rokka no Yusha', 'Rokka : Brave of The Six Flowers', 'Rokka no Yuusha']"
42192,Edens Zero,"['EDENS ZERO', 'Edens Zero']"
33654,Hitorijime My Hero,"['My Very Own Hero', 'Hitorijime My Hero', 'ひとりじめマイヒーロー']"
13585,Natsuyuki Rendezvous,"['Natsuyuki Rendezvous', '夏雪ランデブー', 'A Summer Snow Rendezvous']"
50384,Malevolent Spirits: Mononogatari,"['もののがたり', 'Mononogatari', 'Malevolent Spirits: Mononogatari']"
45425,Slow Loop,"['Slow Loop', 'スローループ']"
6574,Hanamaru Kindergarten,"['はなまる幼稚園', 'Hanamaru Kindergarten', 'Hanamaru Youchien']"
41710,How a Realist Hero Rebuilt the Kingdom,"['Genkoku', '現実主義勇者の王国再建記', 'Genjitsu Shugi Yuusha no Oukoku Saikenki', 'How a Realist Hero Rebuilt the Kingdom', ""A Realist Hero's Kingdom Restoration Chronicle"", 'Re:Construction the Elfrieden Kingdom Tales of Realistic Brave']"
54617,Mr. Villain's Day Off,"['休日のわるものさん', ""Mr. Villain's Day Off"", 'Kyuujitsu no Warumono-san']"
37140,GeGeGe no Kitaro,"['GeGeGe no Kitaro', 'Gegege no Kitarou (2018)', 'ゲゲゲの鬼太郎 (2018)', 'GeGeGe no Kitaro (2018)', 'Spooky Kitaro']"
34618,BLEND-S,"['ブレンド・S', 'Blend S', 'BLEND-S']"
27829,Heavy Object,"['Heavy Object', 'ヘヴィーオブジェクト']"
11179,"Listen to Me, Girls. I Am Your Father!","['パパのいうことを聞きなさい！', 'Listen to Me', ""I'm Your Father!"", 'Papa no Iukoto wo Kikinasai!: Listen to Me, Girls. I Am Your Father!', 'Listen to Me, Girls. I Am Your Father!', 'Papa no Iukoto wo Kikinasai!', 'Girls', 'Papakiki']"
20689,Hamatora The Animation,"['Hamatora The Animation', 'ハマトラ THE ANIMATION', 'Hamatora']"
40532,Appare-Ranman!,"['Appare Ranman!', 'Appare-Ranman!', '天晴爛漫！']"
22433,Broken Blade,"['Broken Blade', 'Break Blade', 'ブレイク ブレイド']"
35413,A Sister's All You Need,"[""A Sister's All You Need."", 'Imouto sae Ireba Ii.', ""It'd be Good if Only Little Sister Was Here"", '妹さえいればいい。', 'Imôto sae ireba ii', ""A Sister's All You Need""]"
31771,Amanchu!,"['あまんちゅ！', 'Amanchu!']"
11633,Blood Lad,"['Blood Lad', 'ブラッドラッド']"
6980,Kaidan Restaurant,"['Thriller Restaurant', '怪談レストラン', 'Kaidan Restaurant']"
40833,"With a Dog AND a Cat, Every Day is Fun","['With a Dog AND a Cat, Every Day is Fun', '犬と猫どっちも飼ってると毎日たのしい', 'With a Dog AND a Cat, Evey Day is Fun', 'Inu to Neko Docchi mo Katteru to Mainichi Tanoshii']"
28621,The Perfect Insider,"['The Perfect Insider: Subete ga F ni naru', 'The Perfect Insider', 'すべてがFになる THE PERFECT INSIDER', ""The Perfect Insider: Surdduee et Meurtriere - Elle est la Cle de l'Enquête"", 'Everything Becomes F: The Perfect Insider', 'Subete ga F ni Naru']"
40974,Kuma Kuma Kuma Bear,"['Kuma Kuma Kuma Bär', 'The Bears Bear a Bare Kuma', 'くま クマ 熊 ベアー', 'Kuma Kuma Kuma Bear']"
15109,Cuticle Detective Inaba,"['キューティクル探偵因幡', 'Cuticle Detective Inada', 'Cuticle Detective Inaba', 'Cuticle Tantei Inaba']"
40272,A3! Season Autumn & Winter,"['A3! SEASON AUTUMN & WINTER', 'Act! Addict! Actors! Season Autumn & Winter', 'A3! StaffelAutumn & Winter', 'A3! Season Autumn & Winter', 'A3! Saison Autumn & Winter']"
16732,KINMOZA!,"['Golden Mosaic', 'Kin-iro Mosaic', 'Kiniro Mosaic', 'きんいろモザイク', 'KINMOZA!', 'Kinmosa']"
42668,The Gymnastics Samurai,"['Taisou Zamurai', 'Taiso Samurai', 'The Gymnastics Samurai', '体操ザムライ', 'N/A']"
55774,"'Tis Time for ""Torture,"" Princess","['Himesama ""Goumon"" no Jikan desu', 'Princess!', 'Hime-sama ""Goumon"" no Jikan desu', '姫様“拷問”の時間です', 'It\'s Time for ""Interrogation""', '\'Tis Time for ""Torture,"" Princess']"
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,"[""Layton Mystery Detective Agency: Kat's Mystery-Solving Files"", 'レイトン ミステリー探偵社~カトリーのナゾトキファイル~', 'LMDA', 'Layton Mystery Tanteisha: Katri no Nazotoki File']"
38098,MIX,"['Mix: Meisei Story', 'MIX MEISEI STORY', 'MIX']"
37716,As Miss Beelzebub Likes.,"['As Miss Beelzebub Likes.', 'Beelzebub-jou no Okinimesu mama.', 'As Miss Beelzebub Likes It', 'As Miss Beelzebub Likes. (Beelzebub-jou no Okinimesu Mama)', 'ベルゼブブ嬢のお気に召すまま。']"
34933,Kakegurui,"['Kakegurui: Compulsive Gambler', '賭ケグルイ', 'Kakegurui', 'Kakegurui: Das Leben ist ein Spiel', 'Gambling School']"
12467,Mysterious Girlfriend X,"['Mysterious Girlfriend X', 'MGX', '謎の彼女X', 'Nazo no Kanojo X', 'NazoKano', 'Nazo no Kanojo X: Mysterious Girlfriend X']"
31374,Attack on Titan: Junior High,"['Attack on Titan: Junior High', 'Ataque a los Titanes: Junior High', 'Shingeki! Kyojin Chuugakkou', 'Attack! Titan Junior High', '進撃！巨人中学校']"
39026,How Heavy Are the Dumbbells You Lift?,"['Dumbbell Nan Kilo Moteru?', 'How Many Kilograms are the Dumbbells You Lift?', 'How Heavy Are the Dumbbells You Lift?', 'How Heavy Are The Dumbbelss You Lift?', 'ダンベル何キロ持てる？']"
14833,Maoyu,"['Maoyu Maou Yusha', 'Maoyu', 'まおゆう魔王勇者', 'Maoyuu Maou Yuusha']"
34279,Record of Grancrest War,"['グランクレスト戦記', 'Record of Grancrest War', 'Grancrest Senki']"
8915,The Mystic Archives of Dantalian,"[""Dantalian's Bookshelf"", 'Bibliotheca Mystica de Dantalian', 'The Mystic Archives of Dantalian', 'ダンタリアンの書架', 'Dantalian no Shoka']"
50652,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,"['Tsunlise', 'Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte', 'Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san', 'ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん']"
11757,Sword Art Online,"['ソードアート・オンライン', 'S.A.O', 'SAO', 'Sword Art Online']"
35639,Just Because!,['Just Because!']
29325,Ghost in the Shell: Arise - Alternative Architecture,"['Ghost in the Shell: Arise - Alternative Architecture', '攻殻機動隊 ARISE ALTERNATIVE ARCHITECTURE', 'Ghost in the Shell Arise Pyrophoric Cult', 'Koukaku Kidoutai: Arise (TV)', 'Koukaku Kidoutai Arise: Alternative Architecture']"
29786,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,"['Shimoseka', 'SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist', 'Shimoneta: A Boring World Where the Concept of ""Dirty Jokes"" Doesn\'t Exist', '下ネタという概念が存在しない退屈な世界', ""Shimoseka: À Bas L'Ordre Normal !"", 'Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai', ""SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist""]"
38656,Darwin's Game,"[""Darwin's Game"", 'ダーウィンズゲーム']"
30740,Young Black Jack,"['Young Black Jack', 'ヤング ブラック・ジャック']"
42340,The Dungeon of Black Company,"['迷宮ブラックカンパニー', 'Meikyuu Black Company', 'The Dungeon of Black Company']"
9241,Super Robot Wars OG: The Inspector,"['SRWOG', 'スーパーロボット大戦OG -ジ・インスペクター-', 'Super Robot Taisen Original Generation: The Inspector', 'Super Robot Wars OG The Inspector', 'Super Robot Wars OG: The Inspector', 'Super Robot Taisen OG: The Inspector']"
30911,Tales of Zestiria the X,"['Tales of Zestiria the Cross', 'Tales of Zestiria the X', 'テイルズ オブ ゼスティリア ザ クロス', 'Tales of Zestiria The X']"
20853,Chaika: The Coffin Princess,"['Hitsugi no Chaika', 'Chaika: Die Sargprinzessin', '棺姫のチャイカ', 'Chaika: The Coffin Princess', 'Hitsugi Hime no Chaika']"
38480,A Certain Scientific Accelerator,"['Toaru Kagaku no Accelerator', 'Toaru Kagaku no Ippou Tsuukou', 'To Aru Majutsu no Index Gaiden', 'とある科学の一方通行〈アクセラレータ〉', 'A Certain Scientific Accelerator']"
22273,selector infected WIXOSS,"['selector infected WIXOSS', 'Selector Infected Wixoss', 'Selector Infected WIXOSS']"
59136,Tasokare Hotel,"['誰ソ彼ホテル', 'Tasokare Hotel']"
58812,Yaiba: Samurai Legend,"['Shin Samurai-den Yaiba', '真･侍伝 YAIBA', 'Yaiba: Samurai Legend']"
53128,Atri -My Dear Moments-,"['Atri: My Dear Moments', 'Atri -My Dear Moments-', 'ATRI -My Dear Moments-']"
52962,Tearmoon Empire,"['Tearmoon Empire Story', 'ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～', 'Tearmoon Empire', 'Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story']"
11759,Accel World,"['Accelerated World', 'アクセル・ワールド', 'Accel World']"
41006,Higurashi: When They Cry – Gou,"['ひぐらしのなく頃に業', 'When They Cry', 'Higurashi no Naku Koro ni (2020)', 'The Moment the Cicadas Cry', 'Cuando las Cigarras Lloran', 'Higurashi: When They Cry – Gou', 'Higurashi: When They Cry - New', 'When the Cicadas Cry', 'Higurashi: When They Cry GOU', 'Higurashi: When They Cry - GOU', 'Higurashi no Naku Koro ni Gou']"
35849,DARLING in the FRANXX,"['DARLING in the FRANXX', 'ダーリン・イン・ザ・フランキス', 'Darling in the Franxx', 'Darling in the FranXX', 'Darling in The FranXX']"
40128,Arte,"['Arte', 'アルテ']"
40230,The Case Files of Jeweler Richard,"['The Case File Of Jeweler Richard', 'The Case Files of Jeweler Richard', '宝石商リチャード氏の謎鑑定', 'Housekishou Richard-shi no Nazo Kantei']"
49979,"I'm the Villainess, So I'm Taming the Final Boss","['Akuyaku Reijou nanode Last Boss wo Kattemimashita', 'Akulas', ""I'm the Villainess, So I'm Taming the Final Boss"", '悪役令嬢なのでラスボスを飼ってみました']"
12875,Victory Kickoff!!,"['Victory Kickoff', 'Ginga e Kickoff!!', 'Victory Kickoff!!', '銀河へキックオフ!!']"
34662,Fate/Apocrypha,['Fate/Apocrypha']
10110,Mayo Chiki!,"['Mayo Chiki!', 'まよチキ!']"
60254,Yano-kun's Ordinary Days,"['Yano-kun no Futsuu no Hibi', '矢野くんの普通の日々', ""Yano-kun's Ordinary Days"", ""Mr. Yano's Ordinary Days""]"
56038,Lazarus,"['Lazarus', 'ラザロ']"
51692,Nights with a Cat,"['Yoru wa Neko to Issho', '夜は猫といっしょ', 'Zutto Neko Shoshinsha', 'Nights with a Cat']"
16592,Danganronpa: The Animation,"['Danganronpa: The Animation', 'Dangan Ronpa: The Animation', 'ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']"
7058,The Betrayal Knows My Name,"['裏切りは僕の名前を知っている', 'The Betrayal Knows My Name', 'Uragiri wa Boku no Namae wo Shitteiru', 'Uraboku']"
20457,Inari Kon Kon,"['Inari, Konkon, Koi Iroha.', 'いなり、こんこん、恋いろは。', 'Inari Kon Kon', 'ABCs of Love', 'Inari', 'Konkon']"
48406,Re-Main,"['RE-MAIN（リメイン）', 'Re-Main']"
42361,"Don't Toy with Me, Miss Nagatoro","['Ijiranaide, Nagatoro-san', 'Arrête de me chauffer, Nagatoro', ""Don't Toy with Me, Miss Nagatoro"", 'Nagatoro', 'Don´t Toy with Me, Miss Nagatoro', ""Please don't bully me"", 'イジらないで、長瀞さん']"
59517,Chitose Is in the Ramune Bottle,"['Ramune no Bin ni Shizunda Biidama no Tsuki', 'Chiramune', 'Chitose Is in the Ramune Bottle', 'Chitose-kun wa Ramune Bin no Naka', 'Chitose-kun is Inside a Ramune Bottle', '千歳くんはラムネ瓶のなか']"
56964,Yakuza Fiancé: Raise wa Tanin ga Ii,"['Yakuza Fiancé: Raise wa Tanin ga Ii', '来世は他人がいい', 'Raise wa Tanin ga Ii']"
12979,Naruto Spin-Off: Rock Lee & His Ninja Pals,"['Naruto SD: Rock Lee no Seishun Full-Power Ninden', 'ナルトSD ロック・リーの青春フルパワー忍伝', 'Rock Lee no Seishun Full-Power Ninden', 'Naruto Spin-Off: Rock Lee & His Ninja Pals']"
8934,Star Driver,"['Star Driver', 'STAR DRIVER 輝きのタクト', 'Star Driver: Kagayaki no Takuto', 'STAR DRIVER: Shining Takuto']"
27631,God Eater,"['God Eater', 'GOD EATER']"
24031,Denki-gai,"['Denki Machi no Honya-san', 'Denki-gai', 'Denki-gai no Honya-san', 'Denkigai no Honya-san', 'デンキ街の本屋さん']"
35220,Elegant Yokai Apartment Life,"['妖怪アパートの幽雅な日常', 'Elegant Yokai Apartment Life', 'Elegant Yokai Apartment Life (Yokai Apartment no Yuuga na Nichijou)', 'Youkai Apartment no Yuuga na Nichijou']"
10396,Ben-To,"['Ben-To', 'Ben-Tou', 'Bento', 'ベン・トー']"
37204,Aikatsu Friends!,"['アイカツフレンズ！', 'Aikatsu Friends!']"
58271,Honey Lemon Soda,"['Honey Lemon Soda', 'ハニーレモンソーダ']"
55265,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World","['Tensei Kizoku, Kantei Skill de Nariagaru', '転生貴族、鑑定スキルで成り上がる', 'Reincarnated as an Aristocrat with an Appraisal Skill', ""As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World""]"
51614,Ao no Orchestra,"['Ao no Orchestra', 'The Blue Orchestra', '青のオーケストラ']"
37338,Mr. Tonegawa: Middle Management Blues,"['Mr. Tonegawa: Middle Management Blues', 'Middle Manager Tonegawa', 'Mr. Tonegawa Middle Management Blues', '中間管理録トネガワ', 'Chuukan Kanriroku Tonegawa']"
41619,Talentless Nana,"['Munou na Nana', '無能なナナ', 'Talentless Nana']"
31163,Dimension W,['Dimension W']
53512,April Showers Bring May Flowers,"['ブスに花束を。', 'Busu ni Hanataba wo.', 'April Showers Bring May Flowers', 'A Bouquet for an Ugly Girl']"
51705,A Galaxy Next Door,"['おとなりに銀河', 'A Galaxy Next Door', 'Otonari ni Ginga']"
