isbn,titulo_pt,titulo_original,descricao,imagem_url,autores,paginas,categorias
9788543801001,O demônio do meio-dia,The Noonday Demon: An Atlas of Depression,"Partindo de sua própria batalha contra a depressão, Andrew Solomon constrói um retrato monumental da doença que assola nossos tempos. Com epílogo inédito à reedição brasileira. Lançado em 2000, O demônio do meio-dia continua sendo uma referência sobre a depressão, para leigos e especialistas. Com rara humanidade, sabedoria e erudição, o premiado autor Andrew Solomon convida o leitor a uma jornada sem precedentes pelos meandros de um dos temas mais espinhosos e complexos de nossos dias. Entremeando o relato de sua própria batalha contra a doença com o depoimento de vítimas da depressão e a opinião de especialistas, Solomon desconstrói mitos, explora questões éticas e morais, descreve as medicações disponíveis, a eficácia de tratamentos alternativos e o impacto que a depressão tem nas várias populações demográficas (sejam crianças, homossexuais ou os habitantes da Groenlândia). No epílogo inédito escrito exclusivamente para a reedição brasileira, conhecemos o que aconteceu com Solomon, com os entrevistados e com os tratamentos da depressão desde a publicação de O demônio do meio-dia. A inteligência, a curiosidade e a empatia do autor nos permitem conhecer não só as doenças mentais, mas a profundidade da experiência humana. Uma obra monumental.",http://books.google.com/books/content?id=MnXSBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Andrew Solomon,582,Psychology
9788543801001,O demônio do meio-dia,The Noonday Demon: An Anatomy of Depression,"Partindo de sua própria batalha contra a depressão, Andrew Solomon constrói um retrato monumental da doença que assola nossos tempos. Com epílogo inédito à reedição brasileira. Lançado em 2000, O demônio do meio-dia continua sendo uma referência sobre a depressão, para leigos e especialistas. Com rara humanidade, sabedoria e erudição, o premiado autor Andrew Solomon convida o leitor a uma jornada sem precedentes pelos meandros de um dos temas mais espinhosos e complexos de nossos dias. Entremeando o relato de sua própria batalha contra a doença com o depoimento de vítimas da depressão e a opinião de especialistas, Solomon desconstrói mitos, explora questões éticas e morais, descreve as medicações disponíveis, a eficácia de tratamentos alternativos e o impacto que a depressão tem nas várias populações demográficas (sejam crianças, homossexuais ou os habitantes da Groenlândia). No epílogo inédito escrito exclusivamente para a reedição brasileira, conhecemos o que aconteceu com Solomon, com os entrevistados e com os tratamentos da depressão desde a publicação de O demônio do meio-dia. A inteligência, a curiosidade e a empatia do autor nos permitem conhecer não só as doenças mentais, mas a profundidade da experiência humana. Uma obra monumental.",http://books.google.com/books/content?id=MnXSBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Andrew Solomon,582,Psychology
9786555641592,Conversas difíceis,Difficult Conversations: How to Discuss What Matters Most,"”Inteligência emocional aplicada aos momentos mais difíceis da vida."" – Daniel Goleman, autor de Inteligência emocional “Stone, Patton e Heen ilustram seus pontos de vista com histórias reais, conversas roteirizadas e exemplos em um formato claro e acessível.” – Publishers Weekly Os integrantes do Projeto de Negociação de Harvard mostram como lidar com conversas difíceis com mais habilidade e confiança. Todos os dias nos esforçamos para ter ou evitar conversas difíceis – seja ao lidar com um funcionário de baixo desempenho, discordar do marido ou da esposa, negociar com um cliente ou simplesmente dizer “não” ou “me desculpe”. Baseado em 15 anos de pesquisas, este livro traz uma abordagem passo a passo para que possamos travar esses diálogos delicados com menos estresse e mais sucesso. Você vai aprender a: • decifrar os elementos ocultos de cada conversa difícil • iniciar uma conversa sem ficar na defensiva • ouvir o significado do que não está sendo dito • manter-se equilibrado diante de ataques e acusações • sair do modo emotivo para o modo de resolução de problemas Esta edição comemorativa de 10 anos de lançamento inclui a nova seção “Dez perguntas que as pessoas fazem sobre conversas difíceis”.",http://books.google.com/books/content?id=bsYpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Bruce Patton, Douglas Stone, Sheila Heen",377,Business & Economics
9789722061971,A Beleza e a Tristeza,Beauty and Sadness,"Aquilo que começa como uma reunião sentimental entre um Oki Toshio a envelhecer e Ueno Otoko, a artista reclusa, acaba por se transformar numa sinistra vingança erótica. Pois Keiko, a jovem misteriosa e intensa que é amante e discípula de Otoko, está determinada a vingar a humilhação passada pela mulher mais velha - mesmo que isso signifique utilizar a própria beleza como arma. Movendo-se imprevisivelmente entre ternura e obsessão, serenidade e selvajaria, A Beleza e a Tristeza, confirma a reputação de Kawabata como um moderno mestre japonês que pode transformar o apertar de um obi em algo de infinitamente sugestivo e perverso.",http://books.google.com/books/content?id=BAHgDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Yasunari Kawabata,160,Fiction
9788539002900,"Mulher Do Viajante No Tempo, A (livro De Bolso)",The Time Traveler's Wife,"Quando se conhecem, Henry tem 28 anos e Clare, vinte. Ele é um moderno bibliotecário; ela, uma linda estudante de arte. Os dois se apaixonam, se casam e passam a perseguir os objetivos comuns à maioria dos casais - filhos, bons amigos, um trabalho gratificante. Mas o seu casamento nunca poderá ser normal. Henry sofre de um distúrbio genético raro e de tempos em tempos, seu relógio biológico dá uma guinada para frente ou para trás, e ele então é capaz de viajar no tempo, levado a momentos emocionalmente importantes de sua vida, no passado ou no futuro. Os deslocamentos são imprevisíveis e Henry é incapaz de controlá-los. A cada viagem, ele tem uma idade diferente e precisa se readaptar mais uma vez à própria vida. E Clare, para quem o tempo passa normalmente, tem de aprender a conviver com a ausência de Henry e com o caráter inusitado de sua relação.",,"Audrey Niffenegger, Adalgisa Campos Da Silva",656,
9788576572930,Eu Sou A Lenda,I Am Legend,"Uma impiedosa praga assola o mundo, transformando cada homem, mulher e criança do planeta em algo digno dos pesadelos mais sombrios: criaturas da noite sedentas de sangue. Nesse cenário pós-apocalíptico, Robert Neville pode ser o último homem na Terra. Ele passa seus dias em busca de comida e suprimentos, lutando para manter-se vivo (e são). Mas os infectados espreitam nas sombras, observando até o menor de seus movimentos, à espera de qualquer passo em falso... Eu sou a lenda, escrito por Richard Matheson em 1954, é considerado um dos maiores clássicos do horror e da ficção científica, tendo sido adaptado para o cinema três vezes. O romance também inspirou grandes mestres do terror, tanto na literatura – como Stephen King – quanto no cinema – como George A. Romero.",http://books.google.com/books/content?id=3BWzDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Richard Matheson,238,Fiction
9788501072252,O barril mágico,The Magic Barrel,"Em 'O barril mágico', como é freqüente em Malamud, quase todos os personagens são vítimas. O livro nos lembra a todo instante de que o mundo pode ser um lugar inóspito e arbitrário. As tragédias, grandes ou pequenas, são sempre devastadoras. Uma menina é espancada pela mãe por furtar balas que o dono do armazém lhe permitia, penalizado, que furtasse. O que um acadêmico frustrado possui de mais valioso, os originais de seu trabalho, é roubado e queimado. O dono de um minúsculo negócio morre por não ter dinheiro para pagar a consulta a um médico. Uma bela mulher escapa, como Eurídice, dos braços do homem que a ama. Os contos deste livro não se restringem ao tempo e aos lugares em que se passam. São histórias essenciais, porque tratam dos impulsos mais sombrios do ser humano - desonestidade, desconfiança, covardia, ódio. Esse é mais um título da Coleção Grandes Traduções, que reúne obras fundamentais de ficção e não-ficção, nunca lançadas no Brasil, com circulação restrita ou fora de catálogo, em edições traduzidas e comentadas.",,Bernard Malamud,254,
9788525057693,O xará,O Xará,"Gógol Ganguli tem nome russo, sobrenome indiano e um espírito dividido entre diferentes modos de vida. É com esses elementos, transformados por uma prosa tão delicada quanto profunda, que Jhumpa Lahiri comprova em seu primeiro romance as qualidades que lhe renderam o prestigiado prêmio Pulitzer por seu livro de estreia, a coletânea de contos Intérprete de males. Uma das mais importantes vozes da literatura em língua inglesa, a autora é convidada da Flip em 2014. O protagonista de O xará, Gógol, sente-se perdido entre duas culturas: a dos Estados Unidos, onde nasceu e vive, e a que veio da Índia e nos corações de seus pais, imigrantes em busca de oportunidades em território americano. No novo país, sua mãe logo começa “a se dar conta de que ser estrangeira é uma espécie de gravidez eterna — uma espera perpétua, um fardo constante, um sentimento contínuo de indisposição”. Recém-chegados, ela e o marido enfrentam um primeiro e significativo obstáculo: são obrigados a registrar o filho ainda na maternidade, antes de o “nome bom” – o que deve ser usado na vida pública, por tradição escolhido pela avó materna – chegar por carta de Calcutá. É por essa razão que, além do sobrenome indiano, Gógol tem de aprender a lidar com o nome de batismo que homenageia o grande escritor russo. O romance acompanha a família Ganguli em suas constantes viagens, físicas ou espirituais, entre tradições e costumes, entre a Índia e os Estados Unidos, entre o passado e o presente. São as tentativas de lidar, da infância à maturidade, com o choque das culturas e suas consequências na vida de uma pessoa comum – na relação com os pais, na educação sentimental, na vida profissional – que dão o tom em O xará.",http://books.google.com/books/content?id=jWPkAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jhumpa Lahiri,307,Fiction
9788543109343,"Aonde quer que você vá, é você que está lá",Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,"O LIVRO CLÁSSICO SOBRE MINDFULNESS. 1 milhão de exemplares vendidos. Um guia prático para cultivar a atenção plena na vida diária. PUBLICADO ANTERIORMENTE NO BRASIL COMO A MENTE ALERTA Quando este livro foi lançado nos Estados Unidos, em 1994, ninguém poderia imaginar que um título sobre atenção plena (mindfulness) entraria nas listas de mais vendidos e alcançaria a marca de um milhão de exemplares. Mais de 25 anos depois, ele continua a transformar a vida de meditadores iniciantes e experientes com suas valiosas dicas, seus conceitos e exercícios. Contando envolventes histórias sobre os benefícios da meditação e as descobertas e os desafios no caminho do autoconhecimento, este livro é perfeito para quem deseja uma vida com mais calma, significado e propósito. Você vai aprender: • Como o foco no momento presente pode tornar seu cotidiano mais gratificante. • Que qualquer um é capaz de desenvolver um senso de presença e tranquilidade apesar do estresse da vida moderna. • Que, para meditar e colher os frutos da prática, não é preciso ser budista nem mudar suas crenças (ou a falta delas). • Que não há apenas um ""jeito correto"" de meditar e é possível encontrar a abordagem que funciona melhor para você.",http://books.google.com/books/content?id=a8PLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jon Kabat-Zinn,226,"Body, Mind & Spirit"
9788543105406,Atenção plena para iniciantes,Mindfulness for Beginners,"Um convite para a prática da atenção plena. “Jon Kabat-Zinn é um dos melhores professores de atenção plena que você jamais encontrará.” ― Jack Kornfield, autor de Você pode ser livre onde estiver Pioneiro em demonstrar os benefícios da atenção plena para a redução do estresse, Jon Kabat-Zinn convida você a transformar a maneira como se relaciona com seus pensamentos e sentimentos, acalmando o barulho interno e despertando para o momento presente. Inclui links para os áudios com cinco meditações guiadas para a prática da atenção plena. Nesse livro, o autor oferece instruções, respostas e reflexões tanto para quem já conhece as técnicas quanto para quem está começando a trilhar esse caminho. Ele ensina: • O valor de trazer a atenção ao corpo e aos sentidos • Como nos libertarmos da tirania dos pensamentos • Como ver além da narrativa que a nossa mente conta • Como estabilizar a atenção em meio às atividades do dia a dia • Quais são os três principais fatores mentais que causam sofrimento • Como usar a meditação para enfrentar o estresse, a dor e as doenças.",http://books.google.com/books/content?id=lCUvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jon Kabat-Zinn,190,Self-Help
9786559215652,Ruído branco,Mao II,"Um professor vive com a família numa cidadezinha americana, abandonada depois de um acidente industrial. DeLillo inspirou-se em desastres reais neste romance de estilo cirúrgico, que mimetiza o som do tráfego de uma auto-estrada. O grotesco e o absurdo na vida moderna americana. Ruído branco, o oitavo romance de DeLillo, é a história de um professor universitário que vive com a família no Meio-oeste americano, numa cidadezinha que é evacuada depois de um acidente industrial. À luz de desastres como o da Union Carbide na Índia, que matou mais de duas mil pessoas e feriu outras milhares (e que acabara de ocorrer quando o livro foi publicado), Ruído branco mantém seu sentido atual e aterrorizante. ""A grande particularidade de Ruído branco é sua compreensão e percepção da trilha sonora dos Estados Unidos. O ruído branco inclui o som sempre presente do tráfego da auto-estrada, um murmúrio remoto e constante que contorna nosso sono, como almas mortas balbuciando nas margens de um sonho. Não é tanto com o caráter que DeLillo se preocupa: seu tema é basicamente a cultura, a sobrevivência e a interdependência crescente entre o eu e a comunidade nacional e mundial. O homem viril diante dos elementos, o fora-da- lei, o super-herói, existem no mundo moderno apenas como mitos; somos os elementos da natureza, um povo tecnologicamente orientado que nem por isso deixa de estar preso na peneira da história. No que DeLillo escreve existe o suspense e uma inteligência que questiona, um sentido simultâneo do círculo que se amplia e da malha fina da rede."" - The New York Times Book Review",http://books.google.com/books/content?id=3tWwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Don DeLillo,437,Fiction
9788533613355,A arte de amar,The Art of Loving,"Neste livro o autor explora as maneiras pelas quais essa extraordinária emoção pode alterar todo o curso de nossa vida. A maioria das pessoas não consegue desenvolver sua capacidade de amar no único nível que realmente importa - um amor constituído por maturidade, autoconhecimento e coragem. O aprendizado do amor, como o de todas as outras artes, exige prática e concentração. E, mais do que qualquer outra arte, exige insight e compreensão. Neste livro, o dr.Fromm aborda o amor sob todos os seus aspectos - não apenas o amor romântico, tão cercado de conceitos errôneos, mas também o amor dos pais pelos filhos, entre irmãos, o amor erótico, o amor-próprio e o amor por Deus.",,Erich Fromm,165,
9789724406060,A resistência à teoria,Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,"Uma colectânea de ensaios representativos da contribuição de Paul de Man para os debates sobre modernidade e pós-modernidade. A RESISTÊNCIA À TEORIA é uma obra que vem permitir a universitários e estudiosos das ciências da Literatura ter acesso à problemática da interpretação das obras literárias, segundo a perspectiva de um grande teórico da Literatura.",,Paul De Man,156,Criticism
9788581222950,Os gêmeos Templeton têm uma ideia,Yiddish with Dick and Jane,"OS GÊMEOS TEMPLETON precisam usar de toda a inteligência para enganar uns sequestradores e blá-blá-blá. Eles descobrem como fazer isso lá no fim. Pronto. Percebo, pelo seu silêncio, que você não está satisfeito com este resumo (MUITO PRECISO). Suponha que existissem gêmeos de doze anos, um menino e uma menina chamados (respectivamente) John e Abigail Templeton. Vamos dizer que John era um menino que gostava de ação e tocava bateria e Abigail era uma menina que gostava de palavras e de resolver palavras cruzadas. E que o pai deles era um inventor brilhante, ainda que, às vezes, fosse meio atrapalhado. E suponha que outro par de gêmeos – adultos –, chamados Dean D. Dean e Dan D. Dean, sequestrassem as crianças Templeton e sua ridícula cachorrinha, para que o professor Templeton lhes entregasse a patente de uma de suas geniais (mais ou menos) invenções. Sim, eu estou mesmo falando sobre sequestro. Não seria bacana ler sobre uma coisa dessas? Ah, por favor... Seria sim. Para sua sorte, este é apenas o primeiro livro de uma série perfeita para garotos e garotas inteligentes, sabidos e engraçados (exatamente como os gêmeos Templeton), que gostam de ler histórias cheias de emoções e aventuras (e quem não gosta?).",http://books.google.com/books/content?id=uWpjAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ellis Weiner,258,Juvenile Fiction
9788576571797,Blade Runner,Do Androids Dream Of Electric Sheep?,"O LIVRO QUE ORIGINOU O FILME BLADE RUNNER. Philip K. Dick teve diversos livros adaptados para o cinema, mas nenhum foi tão aclamado e tão simbólico para sua época quanto Blade Runner: O Caçador de Androides, de Ridley Scott, que foi inspirado em Androides Sonham com Ovelhas Elétricas?. No romance, o planeta Terra foi devastado por uma guerra atômica e grande parte da população sobrevivente emigrou para os mundos-colônias, fugindo da poeira radioativa que extinguiu inúmeras espécies de animais e de plantas. Toda criatura viva se torna, então, um objeto de desejo para aqueles que permaneceram, mas esse é um privilégio de poucos. Para a maioria que não pode pagar por um espécime autêntico, empresas começam a desenvolver réplicas eletrônicas e incrivelmente realistas de pássaros, gatos, ovelhas... e até mesmo de seres humanos. Rick Deckard é um caçador de recompensas. Seu trabalho: eliminar androides que vivem ilegalmente na Terra. Seu sonho de consumo: substituir sua ovelha de estimação elétrica por um animal de verdade. A grande chance aparece ao ser designado para perseguir seis androides fugitivos de Marte. É quando Rick percebe que a linha que separa humanos e androides não é tão nítida como acreditava. Imperdível para os fãs de cinema e um clássico da ficção científica, a edição da Aleph leva ao leitor uma série de extras inéditos em português: uma carta emocionante de Dick aos produtores de Blade Runner, na qual enaltece o filme e profetiza seu sucesso, a última entrevista concedida pelo autor, publicada na revista The Twilight Zone na ocasião do lançamento do filme, e um posfácio escrito pelo jornalista, escritor e tradutor desta edição, Ronaldo Bressane, que faz uma análise crítica da obra e traça paralelos entre filme e livro.",http://books.google.com/books/content?id=WMquCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Philip K. Dick,316,Fiction
9788576571483,Os Três Estigmas de Palmer Eldritch,Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,"""Deus promete vida eterna. Nós cumprimos a promessa."" Indicado ao prêmio Nebula como melhor romance, Os três estigmas de Palmer Eldritch questiona a verdadeira natureza da realidade e a frágil linha que separa lucidez e loucura. As mudanças climáticas tornaram a vida na Terra insustentável. O planeta está superaquecido e por isso os cidadãos são enviados compulsoriamente às colônias marcianas, condenados a viver em isolamento e sem perspectivas de voltar à sociedade que conheciam. Na tentativa de sobreviver ao tédio e à situação miserável em que se encontram, boa parte dos colonos passa a depender da Can-D, uma droga alucinógena que permite ao usuário viver temporariamente em uma realidade alternativa. Porém, o surgimento de um concorrente abre uma disputa por esse mercado. Chamada Chew-Z, a nova substância promete cumprir a maior de todas as promessas: vida eterna. Publicado pela primeira vez em 1965, Os três estigmas de Palmer Eldritch explora um futuro em que a humanidade colonizou outros planetas e trabalhadores usam drogas para suportar a realidade. Traz críticas a sistemas opressivos e ao poder de grandes corporações, além de ser uma das primeiras vezes em que Philip K. Dick apresenta temas religiosas em uma obra.",http://books.google.com/books/content?id=n8muCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Philip K. Dick,272,Fiction
9788554512576,Espere agora pelo ano passado,The Philip K. Dick Reader,"Uma obra brilhante de um dos maiores nomes da ficção científica. Inédito no Brasil, este livro de Philip K. Dick chega às livrarias em edição especial com capa dura e projeto gráfico arrojado. O dr. Eric Sweetscent está em apuros. Seu planeta está enredado em uma guerra intergaláctica; sua esposa é letalmente viciada em uma poderosa droga com efeitos colaterais estranhos; e seu novo paciente não é apenas o homem mais importante da Terra, como talvez o mais doente. Em meio a uma crise interplanetária, onde nada é exatamente o que parece, Eric se torna o médico pessoal do secretário-geral Gino Molinari, que transformou suas misteriosas doenças em um instrumento político — e Eric já não sabe se seu trabalho é curá-lo ou apenas mantê-lo vivo. Navegando entre o impossível e o inevitável, Philip K. Dick nos apresenta um futuro onde a realidade é uma superfície terrivelmente tênue, multifacetada — e faz com que o leitor repense tudo o que sabe sobre o tempo. ""[Philip K. Dick] vê todas as possibilidades maravilhosas — e assustadoras — das quais outros autores fogem."" — Rolling Stone",http://books.google.com/books/content?id=QuhoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Philip K. Dick,251,Fiction
9788576571346,Realidades Adaptadas,The Shifting Realities of Philip K. Dick,"'Realidades Adaptadas' reúne os contos de Philip K. Dick que foram adaptados para o cinema - 'O Vingador do Futuro', 'Minority Report', 'Os Agentes do Destino', 'O Pagamento', 'Impostor', 'O Vidente' e 'Screamers'.",,Philip K. Dick,304,
9788576571346,Realidades Adaptadas,The Collected Stories of Philip K. Dick 3: Second Variety,"'Realidades Adaptadas' reúne os contos de Philip K. Dick que foram adaptados para o cinema - 'O Vingador do Futuro', 'Minority Report', 'Os Agentes do Destino', 'O Pagamento', 'Impostor', 'O Vidente' e 'Screamers'.",,Philip K. Dick,304,
9788576571438,Realidades Adaptadas,The Minority Report (Collected Stories of Philip K. Dick),"Cinema e literatura sempre andaram de mãos dadas. Quando o assunto é ficção científica, nenhum autor contemporâneo foi mais roteirizado do que Philip K. Dick, nem mesmo mestres do gênero como Isaac Asimov e Arthur C. Clarke. Pouco conhecido no Brasil por sua produção literária, há tempos Dick faz sucesso entre as plateias de cinema. Sua obra fenomenal – e desconcertante – é fonte inesgotável de inspiração para roteiristas e diretores, e não por acaso deu origem a grandes sucessos de bilheteria. Realidades Adaptadas é uma edição inédita no mundo e apresenta ao grande público os contos originais de Philip K. Dick que serviram de base a filmes como O Vingador do Futuro, Minority Report e O Pagamento.",http://books.google.com/books/content?id=5siuCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Philip K. Dick,326,Fiction
9786558472100,O grande Gatsby,The Great Gatsby,"Um dos maiores clássicos da literatura mundial, O grande Gatsby ganha uma edição comemorativa dos 100 anos da publicação com projeto gráfico do premiado designer Mateus Valadares. Inclui textos extras de F. Scott Fitzgerald e do crítico literário e musical Arthur Nestrovski. Em homenagem aos 100 anos de publicação de O grande Gatsby, clássico da literatura universal, diversas vezes adaptado para o cinema, a Editora José Olympio apresenta esta edição comemorativa. Com tradução de Roberto Muggiati, este volume reúne texto de apresentação de Arthur Nestrovski e o ensaio ""Ecos da Era do Jazz"", em que o próprio F. Scott Fitzgerald comenta o entusiasmo e as pulsões dos anos 1920. Nessa obra-prima, a misteriosa vida de Jay Gatsby é um retrato glamouroso e fascinante dos Estados Unidos na década de 1920, opulente, extravagante, rápido e feroz. Nick Carraway é o narrador que acompanha de perto os passos de Gatsby e descobre, junto dos leitores, os segredos do amigo, bem como os perigos que o cercam e a paixão que o consome. Uma narrativa elegante e melancólica, que expõe a sombra do sonho americano, a corrupção da riqueza, a fragilidade e superficialidade das relações humanas. Com personagens que já fazem parte do imaginário cultural, como Jay Gatsby, Daisy e Tom Buchanan, o livro já foi adaptado inúmeras vezes para o cinema, tendo a última montagem o ator, ganhador do Oscar, Leonardo di Caprio no papel principal. Um clássico mundial, em uma belíssima edição comemorativa digna de uma festa da Era do Jazz. ""Quase um século depois, nós ainda estamos lendo Gatsby"" - The New York Times, 2020. ""O seu romance me interessou e me animou mais do que qualquer outro que tenha lido, seja dos Estados Unidos ou da Inglaterra, em muitos anos."" - carta de T. S. Eliot a F. Scott Fitzgerald, 1925. ""Um livro único, trata-se de uma história mística e glamourosa dos dias atuais."" - The New York Times, 1925. ""Scott Fitzgerald é o melhor entre todos"" - Times, 1925. ""Fitzgerald ainda será assunto quando outros forem esquecidos"" - Gertrude Stein.] "" O grande Gatsby é, de muitas maneiras, uma espécie de Romeu e Julieta, ainda que seja muito mais que uma história de amor"" - The Guardian, 2013.",http://books.google.com/books/content?id=3hJxEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,F. Scott Fitzgerald,248,Fiction
9788525061256,O livro de peixes de Gould,Gould's Book of Fish: A Novel in Twelve Fish,"Antes de receber o Man Booker Prize 2014 com O caminho estreito para os confins do Norte, Richard Flanagan se destacou com O livro de peixes de Gould, um romance engenhoso que mistura a história da Austrália, colônias penais, o cientificismo do século XIX e a imaginação. O autor apresenta um falsificador de antiguidades que, em busca de peças que possam servir ao seu esquema, encontra um livro misterioso, escrito à mão, com diversas pinturas de peixes. O objeto, no mínimo curioso, não tem valor nenhum. No entanto, o livro some e seu desaparecimento é tão misterioso quanto a sua origem. Determinado a não deixar a narrativa que o surpreendeu se perder, o falsário decide reproduzir o que recorda da leitura do livro de peixes. O leitor se vê diante de um relato de segunda mão que evoca o que teria sido escrito por Wiliam Gould, personagem histórico que, em 1825, foi condenado a cumprir 49 anos na Ilha Sarah, colônia penal que faz parte da Terra de Van Diemen, que viria a se tornar a Tasmânia, hoje parte do território australiano. As desventuras que levaram Gould a cumprir pena em uma região remota se misturam com uma galeria de personagens curiosos. Criminosos que tentam se infiltrar na hierarquia da colônia penal, o excêntrico médico que deseja se tornar famoso e um capitão que pretende tornar a Ilha Sarah um local tão civilizado quanto a Europa. Flanagan articula as diversas histórias em 12 capítulos, cada um nomeado por um peixe pintado pelo protagonista. Escrito às escondidas, em uma cela que fica cheia d’ água de acordo com as marés, usando os mais variados e estranhos materiais, O livro de peixes de Gould é um relato intrigante que reforça a importância de contar histórias como uma forma de ser manter são em um ambiente dominado pela violência, loucura e morte.",http://books.google.com/books/content?id=Hef9CQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Richard Flanagan,328,Fiction
9788501116550,Cem anos de solidão,One Hundred Years of Solitude,"O livro mais importante de Gabriel Garcia Márquez. Neste que é um dos maiores clássicos da literatura, o prestigiado autor narra a incrível e triste história dos Buendía – a estirpe de solitários para a qual não será dada ""uma segunda oportunidade sobre a terra"" e apresenta o maravilhoso universo da fictícia Macondo, onde se passa o romance. É lá que acompanhamos diversas gerações dessa família, assim como a ascensão e a queda do vilarejo. Para além dos artifícios técnicos e das influências literárias que transbordam do livro, ainda vemos em suas páginas o que por muitos é considerado uma autêntica enciclopédia do imaginário, num estilo que consagrou o colombiano como um dos maiores autores do século XX.",http://books.google.com/books/content?id=MAqQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Gabriel García Márquez,417,Fiction
9789896239701,Gente Independente,Independent People,"Prémio Nobel de Literatura Gente Independente, romance de Halldór Laxness, Prémio Nobel de Literatura, tem lugar na Islândia, no início do século xx, numa sociedade de servidão e num país com uma natureza inclemente. É a saga de Bjartur, um homem obstinado, inquebrável e inesquecível. Bjartur vive no limiar da auto-suficiência contando apenas com a sua obstinação e força interior, rejeitando qualquer caridade em nome da independência, valor levado ao extremo das suas consequências. Vive num vale com reputação de assombrado, só confia no seu rebanho, no seu cão e no seu cavalo. Se alguém toca o seu coração é Ásta, a sua filha, mas tudo muda quando ela o desilude e magoa os seus enraizados princípios de honra. A determinação de Bjartur e a luta pela independência são genuinamente heróicas. A sua história é épica e ao mesmo tempo trágica e bela, um romance que continua a comover gerações de leitores. Os elogios da crítica: «O livro do século.» The Independent « Gente Independente é um livro que apetecerá reler sempre e que entrará no Top 10 dos ""Livros da minha Vida"" de muitos leitores.» Ípsilon «[Bjartur] é uma das personagens mais inesquecíveis e fascinantes da história da literatura europeia: heróico, brutal, poético, teimoso, cínico e infantil.» José Riço Direitinho, LER",http://books.google.com/books/content?id=tS-0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Halldór Laxness,693,Fiction
9788580867145,O amor de uma boa mulher,Selected Stories,"Contos de Alice Munro fazem corte profundo na vida de mulheres que estão quase sempre à deriva. Em O amor de uma boa mulher - publicado originalmente em 1998 e vencedor, nos Estados Unidos, do National Book Critics Circle Award -, Alice Munro oferece ao leitor mais uma fornada de seus contos de fôlego, marcados pela destreza dos planos cinematográficos e pelo olhar duplo, ao mesmo tempo panorâmico e intimista. A canadense fez das pequenas cidades espalhadas pelo condado de Huron o território privilegiado de sua ficção e detecta nas franjas do meio rural aqueles indivíduos de algum modo deslocados da norma. A velhice, a doença, o transtorno mental ou a simples diferença com relação à maioria pontuam os textos. E m Munro, há uma intuição de que a condição feminina se conecta por vários caminhos com a marginalidade. Uma personagem do conto ""Jacarta"" sobrevive dando aulas de ballet depois que o marido jornalista supostamente morre num país distante; a protagonista de ""Ilha de Cortes"" deseja ser escritora, mas fracassa; Pauline, a jovem mãe de ""As crianças ficam"", tem uma aparência peculiar que a faz ser convidada para interpretar o papel de Eurídice numa montagem teatral amadora, experiência que irá transformar a sua vida. Retrocedendo da atualidade à década de 1950, as narrativas flagram um período em que, para as mulheres, o trabalho muitas vezes servia apenas como um intervalo entre o casamento e a chegada do primeiro filho. Na verdade, tratava-se de um hiato particularmente propício ao desconforto, pois aqueles foram os anos que precederam a Revolução Sexual. A posição gauche dessas mulheres as aproxima de zonas mentais obscuras, colocando-as em xeque diante da vida social. É como se a precisão do roteiro traçado para os homens se opusesse à precariedade e à deriva dos destinos femininos. ""Brilhante... Munro é tão sensível quanto Tchekhov na construção de seus personagens."" - The New York Times Book Review",http://books.google.com/books/content?id=4w2oBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Alice Munro,343,Fiction
